chr	windowStart	windowEnd	D	f_d	f_dM	d_f
contig_1888_segment0	55090	919321	0.201641	0.323589	0.173085	0.080791
contig_1888_segment0	247923	1004003	0.181478	0.323521	0.167412	0.070844
contig_1888_segment0	348466	1062031	0.166402	0.320782	0.156055	0.062357
contig_1888_segment0	469496	1271682	0.201123	0.299078	0.155664	0.077989
contig_1888_segment0	668086	1421430	0.126896	0.166182	0.087184	0.048301
contig_1888_segment0	849806	1793576	0.103113	0.089027	0.051626	0.036920
contig_1888_segment0	919347	2024760	0.088409	0.068196	0.039425	0.029572
contig_1888_segment0	1004005	2200420	0.056790	0.040064	0.023322	0.016319
contig_1888_segment0	1062033	2402973	0.044296	0.027712	0.016009	0.009976
contig_1888_segment0	1271688	2586204	-0.003104	-0.001970	-0.001110	-0.010813
contig_1888_segment0	1421434	2727729	0.028162	0.018063	0.009912	0.000272
contig_1888_segment0	1793953	2831556	-0.001808	-0.001487	-0.000742	-0.012855
contig_1888_segment0	2024762	2912312	0.003023	0.002725	0.001317	-0.012167
contig_1888_segment0	2200610	2991367	0.005269	0.005144	0.002373	-0.012893
contig_1888_segment0	2403032	3085157	-0.006858	-0.007246	-0.003294	-0.016115
contig_1888_segment0	2586731	3162599	-0.010930	-0.012241	-0.005484	-0.018894
contig_1888_segment0	2727732	3219487	-0.008245	-0.009803	-0.004352	-0.015744
contig_1888_segment0	2831611	3339478	0.004728	0.005698	0.002523	-0.010357
contig_1888_segment0	2912479	3484985	-0.007178	-0.007946	-0.003520	-0.014652
contig_1888_segment0	2991455	3634235	0.008408	0.009007	0.003984	-0.007881
contig_1888_segment0	3085227	3801467	0.045814	0.045706	0.020581	0.006338
contig_1888_segment0	3162750	3930123	0.034602	0.033443	0.014941	0.001103
contig_1888_segment0	3219492	4033934	0.024177	0.022620	0.010217	-0.002497
contig_1888_segment0	3339508	4139504	0.029846	0.027612	0.012530	0.001874
contig_1888_segment0	3485300	4218309	0.025463	0.024990	0.011523	-0.000012
contig_1888_segment0	3634239	4302046	0.022179	0.022007	0.010350	0.000694
contig_1888_segment0	3801563	4388627	-0.028925	-0.031994	-0.014503	-0.022931
contig_1888_segment0	3930667	4491101	-0.030875	-0.034046	-0.015357	-0.023865
contig_1888_segment0	4034094	4616805	-0.020742	-0.022378	-0.009957	-0.021412
contig_1888_segment0	4139524	4737948	-0.018991	-0.020471	-0.009146	-0.022871
contig_1888_segment0	4218312	4823705	0.000129	0.000138	0.000062	-0.014031
contig_1888_segment0	4302196	4893879	-0.001690	-0.001860	-0.000826	-0.016631
contig_1888_segment0	4388809	4970290	0.031651	0.034054	0.015579	0.001407
contig_1888_segment0	4491104	5064111	0.040765	0.044154	0.020306	0.005044
contig_1888_segment0	4616858	5142938	0.047427	0.053391	0.024383	0.008319
contig_1888_segment0	4737960	5237262	0.045911	0.050622	0.023616	0.006458
contig_1888_segment0	4823907	5326516	0.030951	0.034625	0.015554	-0.001745
contig_1888_segment0	4893928	5401117	0.028223	0.031488	0.013921	-0.005843
contig_1888_segment0	4970375	5483848	0.014306	0.016618	0.007052	-0.013144
contig_1888_segment0	5064116	5547205	0.022093	0.026197	0.011318	-0.009297
contig_1888_segment0	5143047	5618234	-0.005726	-0.006937	-0.002981	-0.021851
contig_1888_segment0	5237280	5693923	-0.019505	-0.025893	-0.010313	-0.026291
contig_1888_segment0	5326596	5783218	-0.015165	-0.019807	-0.008096	-0.022448
contig_1888_segment0	5401119	5910451	-0.019948	-0.024571	-0.010192	-0.022833
contig_1888_segment0	5484135	6040002	-0.034567	-0.039505	-0.016925	-0.030507
contig_1888_segment0	5547220	6137727	-0.066681	-0.077183	-0.031609	-0.044332
contig_1888_segment0	5618363	6213206	-0.056451	-0.066572	-0.026936	-0.040881
contig_1888_segment0	5694023	6286030	-0.053142	-0.061608	-0.025695	-0.039616
contig_1888_segment0	5783229	6392881	-0.068941	-0.080623	-0.033225	-0.047564
contig_1888_segment0	5910690	6497393	-0.071928	-0.086433	-0.035347	-0.048723
contig_1888_segment0	6040035	6619189	-0.039679	-0.047731	-0.019774	-0.033649
contig_1888_segment0	6137771	6740926	-0.011528	-0.012972	-0.005679	-0.021750
contig_1888_segment0	6213621	6865727	0.007645	0.007907	0.003661	-0.012054
contig_1888_segment0	6286113	6955186	-0.000287	-0.000284	-0.000134	-0.015936
contig_1888_segment0	6392965	7055596	0.011775	0.011296	0.005571	-0.009207
contig_1888_segment0	6497420	7139432	0.017022	0.016232	0.008237	-0.004949
contig_1888_segment0	6619667	7208097	0.007658	0.007395	0.003788	-0.007323
contig_1888_segment0	6741017	7275327	-0.011607	-0.011838	-0.005944	-0.014918
contig_1888_segment0	6865743	7339140	-0.019500	-0.021010	-0.010222	-0.017387
contig_1888_segment0	6955286	7405771	-0.005905	-0.006549	-0.003142	-0.011282
contig_1888_segment0	7055609	7460339	0.006016	0.006940	0.003232	-0.006811
contig_1888_segment0	7139582	7523129	0.019973	0.022709	0.010620	-0.001423
contig_1888_segment0	7208137	7573886	0.019955	0.023383	0.010777	-0.002123
contig_1888_segment0	7275331	7626627	0.030155	0.034685	0.016265	0.002440
contig_1888_segment0	7339230	7690667	0.031631	0.036080	0.017154	0.002741
contig_1888_segment0	7405820	7742588	0.046417	0.053490	0.025798	0.009311
contig_1888_segment0	7460391	7792082	0.055049	0.063155	0.030518	0.014021
contig_1888_segment0	7523382	7853877	0.049186	0.059769	0.027977	0.009881
contig_1888_segment0	7573898	7915764	0.032314	0.039704	0.018376	0.001460
contig_1888_segment0	7626669	7976209	0.032429	0.040361	0.018133	0.000775
contig_1888_segment0	7690792	8038229	0.041715	0.052081	0.023418	0.002057
contig_1888_segment0	7742632	8103470	0.026908	0.033644	0.014930	-0.004349
contig_1888_segment0	7792090	8168797	-0.006621	-0.008529	-0.003703	-0.019443
contig_1888_segment0	7853882	8229755	-0.006007	-0.007639	-0.003322	-0.017440
contig_1888_segment0	7915786	8285596	0.013267	0.016522	0.007338	-0.007416
contig_1888_segment0	7976224	8349570	0.020636	0.025641	0.011667	-0.002056
contig_1888_segment0	8038250	8421012	0.016019	0.019451	0.008950	-0.000392
contig_1888_segment0	8103479	8498620	0.013375	0.016374	0.007399	-0.000694
contig_1888_segment0	8168818	8584987	0.026881	0.032292	0.014756	0.006700
contig_1888_segment0	8229794	8652280	0.023219	0.027863	0.012813	0.005171
contig_1888_segment0	8285623	8729564	0.024419	0.029559	0.013529	0.005923
contig_1888_segment0	8349574	8813512	0.014380	0.018116	0.008126	0.000763
contig_1888_segment0	8421021	8946330	0.005268	0.006504	0.002874	-0.005209
contig_1888_segment0	8498622	9039299	0.005673	0.006784	0.003078	-0.005591
contig_1888_segment0	8585024	9147182	0.001508	0.001762	0.000798	-0.008480
contig_1888_segment0	8652298	9282278	0.001857	0.002019	0.000932	-0.010294
contig_1888_segment0	8729604	9438578	-0.012467	-0.013136	-0.005987	-0.016986
contig_1888_segment0	8813696	9583349	0.009760	0.009673	0.004445	-0.007857
contig_1888_segment0	8946340	9732347	0.023470	0.023174	0.010633	-0.001266
contig_1888_segment0	9039313	9833821	0.026027	0.025136	0.011682	0.000129
contig_1888_segment0	9147184	9923501	0.026276	0.025548	0.011773	-0.001100
contig_1888_segment0	9282279	10008260	0.019888	0.020505	0.009166	-0.003157
contig_1888_segment0	9438620	10116130	0.051308	0.052953	0.024025	0.009278
contig_1888_segment0	9583354	10259944	0.031032	0.031791	0.014593	-0.000295
contig_1888_segment0	9732355	10416884	0.029156	0.029858	0.013963	-0.000766
contig_1888_segment0	9833823	10545434	0.046343	0.047038	0.021911	0.006668
contig_1888_segment0	9923513	10623006	0.054452	0.054912	0.026202	0.011714
contig_1888_segment0	10008362	10699851	0.052934	0.052322	0.025355	0.011351
contig_1888_segment0	10116158	10778436	0.031659	0.031544	0.015239	0.000212
contig_1888_segment0	10259949	10843851	0.029602	0.030728	0.014703	-0.001734
contig_1888_segment0	10416947	10926316	0.020676	0.021997	0.010390	-0.005213
contig_1888_segment0	10545440	11040078	0.004551	0.004854	0.002289	-0.012481
contig_1888_segment0	10623026	11465049	0.026246	0.023286	0.011612	-0.002162
contig_1888_segment0	10699887	11613769	0.044089	0.039854	0.020631	0.007757
contig_235_segment0	3836	88203	0.021237	0.094628	0.046535	0.007775
contig_235_segment0	10890	105711	0.014606	0.066329	0.032084	0.005771
contig_235_segment0	39391	123193	0.012497	0.055177	0.025962	0.005430
contig_235_segment0	53227	134692	0.004651	0.021064	0.009923	0.002481
contig_235_segment0	62387	155509	0.000138	0.000630	0.000286	-0.000378
scaffold_335_segment0	88204	174267	0.040077	0.126834	0.063020	0.017574
scaffold_335_segment0	105734	307379	0.061299	0.163980	0.081401	0.025355
scaffold_335_segment0	123290	480477	0.093025	0.207701	0.101919	0.038156
scaffold_335_segment0	134694	872785	0.212446	0.292181	0.146229	0.093220
scaffold_335_segment0	155511	1057622	0.270402	0.308933	0.153222	0.122549
scaffold_335_segment0	23827	1230486	0.303267	0.293897	0.142451	0.143812
scaffold_335_segment0	174286	1280246	0.286401	0.283128	0.135611	0.135213
scaffold_335_segment0	307380	1287403	0.275398	0.285583	0.137105	0.127715
scaffold_335_segment0	480479	1314859	0.251553	0.279578	0.133106	0.112159
scaffold_335_segment0	872794	1453283	0.143415	0.181452	0.081147	0.054570
