chr	windowStart	windowEnd	D	f_d	f_dM	d_f
contig_1888_segment0	55090	469482	0.197197	0.306655	0.175656	0.081234
contig_1888_segment0	247923	668085	0.187792	0.312353	0.179387	0.074040
contig_1888_segment0	348466	849803	0.215651	0.346464	0.185246	0.088545
contig_1888_segment0	469496	919321	0.205657	0.339853	0.170917	0.080376
contig_1888_segment0	668086	1004003	0.175137	0.336479	0.156182	0.067527
contig_1888_segment0	849806	1062031	0.113225	0.278348	0.117859	0.036899
contig_1888_segment0	919347	1271682	0.196850	0.267475	0.143089	0.075740
contig_1888_segment0	1004005	1421430	0.086178	0.088956	0.049599	0.030540
contig_1888_segment0	1062033	1793576	0.095003	0.053953	0.033586	0.036943
contig_1888_segment0	1271688	2024760	-0.017847	-0.009670	-0.005773	-0.019212
contig_1888_segment0	1421434	2200420	0.024471	0.012806	0.007642	0.001347
contig_1888_segment0	1793953	2402973	-0.016557	-0.011797	-0.006149	-0.016898
contig_1888_segment0	2024762	2586204	0.012630	0.009805	0.005087	-0.002819
contig_1888_segment0	2200610	2727729	0.031863	0.026415	0.012852	-0.000715
contig_1888_segment0	2403032	2831556	0.011735	0.011247	0.005325	-0.009023
contig_1888_segment0	2586731	2912312	-0.006234	-0.006653	-0.002949	-0.021634
contig_1888_segment0	2727732	2991367	-0.020591	-0.024293	-0.010459	-0.025625
contig_1888_segment0	2831611	3085157	-0.025442	-0.029955	-0.012978	-0.023096
contig_1888_segment0	2912479	3162599	-0.015423	-0.018131	-0.008216	-0.016297
contig_1888_segment0	2991455	3219487	0.004049	0.004851	0.002224	-0.006232
contig_1888_segment0	3085227	3339478	0.034668	0.042787	0.019381	0.002818
contig_1888_segment0	3162750	3484985	0.001351	0.001411	0.000612	-0.013007
contig_1888_segment0	3219492	3634235	0.012597	0.012247	0.005274	-0.009502
contig_1888_segment0	3339508	3801467	0.056701	0.047647	0.021371	0.009767
contig_1888_segment0	3485300	3930123	0.066694	0.060154	0.027549	0.015906
contig_1888_segment0	3634239	4033934	0.035859	0.032322	0.015297	0.004806
contig_1888_segment0	3801563	4139504	0.002562	0.002641	0.001216	-0.006089
contig_1888_segment0	3930667	4218309	-0.016433	-0.017715	-0.008236	-0.015880
contig_1888_segment0	4034094	4302046	0.008702	0.009587	0.004476	-0.003489
contig_1888_segment0	4139524	4388627	-0.060094	-0.071646	-0.031910	-0.040762
contig_1888_segment0	4218312	4491101	-0.044962	-0.050712	-0.022197	-0.032022
contig_1888_segment0	4302196	4616805	-0.050295	-0.053153	-0.022631	-0.039334
contig_1888_segment0	4388809	4737948	0.019417	0.019211	0.008604	-0.005935
contig_1888_segment0	4491104	4823705	0.041565	0.042715	0.019483	0.003699
contig_1888_segment0	4616858	4893879	0.043100	0.049305	0.022888	0.006450
contig_1888_segment0	4737960	4970290	0.043906	0.051780	0.024310	0.009081
contig_1888_segment0	4823907	5064111	0.039927	0.045839	0.021288	0.006378
contig_1888_segment0	4893928	5142938	0.052066	0.057631	0.025884	0.010127
contig_1888_segment0	4970375	5237262	0.047981	0.049575	0.022995	0.003938
contig_1888_segment0	5064116	5326516	0.021755	0.023717	0.010325	-0.009870
contig_1888_segment0	5143047	5401117	0.004769	0.005362	0.002334	-0.021577
contig_1888_segment0	5237280	5483848	-0.019388	-0.025720	-0.009839	-0.030030
contig_1888_segment0	5326596	5547205	0.022421	0.029064	0.012446	-0.008741
contig_1888_segment0	5401119	5618234	-0.016005	-0.020979	-0.008885	-0.022121
contig_1888_segment0	5484135	5693923	-0.019622	-0.026068	-0.010830	-0.022469
contig_1888_segment0	5547220	5783218	-0.055022	-0.072444	-0.028226	-0.036897
contig_1888_segment0	5618363	5910451	-0.024159	-0.027957	-0.011376	-0.023594
contig_1888_segment0	5694023	6040002	-0.049779	-0.049804	-0.021861	-0.038869
contig_1888_segment0	5783229	6137727	-0.078381	-0.080910	-0.034524	-0.051682
contig_1888_segment0	5910690	6213206	-0.089266	-0.107350	-0.043177	-0.058114
contig_1888_segment0	6040035	6286030	-0.056626	-0.078570	-0.030579	-0.040349
contig_1888_segment0	6137771	6392881	-0.059353	-0.080242	-0.031628	-0.043282
contig_1888_segment0	6213621	6497393	-0.054906	-0.065927	-0.027413	-0.039257
contig_1888_segment0	6286113	6619189	-0.023155	-0.024655	-0.010731	-0.026892
