chr	windowStart	windowEnd	D	f_d	f_dM	d_f
contig_1888_segment0	13581	176889	-0.010017	-0.011465	-0.006727	-0.005230
contig_1888_segment0	176919	303709	-0.017556	-0.024701	-0.013908	-0.009109
contig_1888_segment0	303710	350064	0.008078	0.020413	0.011030	-0.002328
contig_1888_segment0	350109	447290	-0.023341	-0.050527	-0.027022	-0.013854
contig_1888_segment0	449288	577593	-0.021333	-0.041583	-0.022896	-0.009503
contig_1888_segment0	577612	831874	-0.043757	-0.034321	-0.021287	-0.016038
contig_1888_segment0	831875	874010	-0.012055	-0.027387	-0.014995	-0.007543
contig_1888_segment0	874026	920010	0.031906	0.055109	0.030160	0.010158
contig_1888_segment0	920056	981076	0.101316	0.186692	0.094394	0.033098
contig_1888_segment0	981080	1055571	0.034377	0.063805	0.031063	0.006398
contig_1888_segment0	1055572	1123086	-0.034019	-0.035392	-0.023891	-0.012771
contig_1888_segment0	1124160	1274272	0.268757	0.265869	0.161652	0.145081
contig_1888_segment0	1274299	1432671	0.099444	0.082973	0.045871	0.050437
contig_1888_segment0	1432740	1651946	0.126675	0.111794	0.057341	0.077601
contig_1888_segment0	1652305	1889340	0.208416	0.203165	0.116557	0.132258
contig_1888_segment0	1889354	2046861	-0.016366	-0.019312	-0.008981	-0.016369
contig_1888_segment0	2046862	2207380	-0.085607	-0.094987	-0.048909	-0.045549
contig_1888_segment0	2207590	2381839	-0.088540	-0.081247	-0.043887	-0.060713
contig_1888_segment0	2382039	2488747	-0.134252	-0.209352	-0.102237	-0.074845
contig_1888_segment0	2488892	2640977	-0.044429	-0.051502	-0.024664	-0.024551
contig_1888_segment0	2641131	2748390	0.144851	0.194367	0.093389	0.082255
contig_1888_segment0	2748769	2832220	0.151659	0.147821	0.083959	0.102515
contig_1888_segment0	2832403	2900519	0.056445	0.072045	0.033218	0.038862
contig_1888_segment0	2900790	2967720	-0.001737	-0.001939	-0.000981	-0.000090
contig_1888_segment0	2967741	3044972	0.078156	0.094862	0.048239	0.055944
contig_1888_segment0	3045097	3107868	0.015486	0.018917	0.009625	0.013261
contig_1888_segment0	3107934	3168053	-0.035981	-0.049439	-0.024594	-0.022341
contig_1888_segment0	3168143	3212823	0.034739	0.043661	0.023926	0.027942
contig_1888_segment0	3212824	3308512	0.145488	0.164486	0.076157	0.094362
contig_1888_segment0	3308644	3416047	0.057963	0.059713	0.029417	0.023716
contig_1888_segment0	3416125	3540140	0.073477	0.080774	0.044448	0.071141
contig_1888_segment0	3540350	3652684	0.143776	0.138964	0.081854	0.085200
contig_1888_segment0	3652968	3800534	0.106402	0.091069	0.047991	0.075307
contig_1888_segment0	3800548	3892847	0.142364	0.159435	0.085260	0.088633
contig_1888_segment0	3892976	3978374	0.315328	0.371366	0.211432	0.211304
contig_1888_segment0	3978408	4085506	0.097049	0.120785	0.049547	0.060596
contig_1888_segment0	4085511	4145541	0.030853	0.040328	0.019945	0.023070
contig_1888_segment0	4145718	4208091	-0.012049	-0.016586	-0.007886	-0.012120
contig_1888_segment0	4208188	4266362	-0.015159	-0.021247	-0.009585	-0.006332
contig_1888_segment0	4266634	4348035	0.022551	0.024189	0.012295	0.020569
contig_1888_segment0	4348695	4416020	0.145342	0.145905	0.080091	0.088622
contig_1888_segment0	4416058	4503792	-0.104219	-0.135769	-0.066269	-0.076168
contig_1888_segment0	4504143	4613176	0.101228	0.083159	0.044009	0.060649
contig_1888_segment0	4613364	4713947	0.039010	0.037956	0.020505	0.017991
contig_1888_segment0	4713951	4803483	0.049817	0.049990	0.025191	0.030653
contig_1888_segment0	4803503	4846510	-0.064096	-0.082378	-0.036944	-0.025846
contig_1888_segment0	4846728	4916491	0.092701	0.105495	0.050638	0.055834
contig_1888_segment0	4916492	4981118	0.179034	0.165640	0.097779	0.101889
contig_1888_segment0	4981138	5059008	0.006268	0.007486	0.003901	0.001130
contig_1888_segment0	5059222	5136924	0.005874	0.006332	0.003058	-0.002406
contig_1888_segment0	5136981	5208649	0.089871	0.102163	0.048158	0.047668
contig_1888_segment0	5208984	5281940	0.049402	0.050104	0.026292	0.044220
contig_1888_segment0	5281954	5362107	0.081003	0.081178	0.044807	0.054881
contig_1888_segment0	5362132	5437250	-0.024063	-0.031300	-0.016189	-0.021018
contig_1888_segment0	5437296	5492412	-0.186133	-0.251274	-0.124019	-0.124484
contig_1888_segment0	5492459	5544851	0.053468	0.067972	0.031009	0.029808
contig_1888_segment0	5544856	5602672	0.124949	0.139190	0.075811	0.080194
contig_1888_segment0	5602748	5670171	0.146963	0.140407	0.078234	0.101734
contig_1888_segment0	5670174	5744271	-0.010005	-0.012481	-0.005884	-0.016041
contig_1888_segment0	5744282	5827095	0.019690	0.020791	0.011175	0.009453
contig_1888_segment0	5827104	5942993	-0.069636	-0.071353	-0.033367	-0.053847
contig_1888_segment0	5943153	6049183	-0.081366	-0.091711	-0.043667	-0.066032
contig_1888_segment0	6049214	6135785	0.118138	0.119592	0.059444	0.074060
contig_1888_segment0	6136067	6206249	0.052223	0.054958	0.028625	0.030853
contig_1888_segment0	6206254	6259611	-0.006975	-0.009418	-0.004691	-0.012512
contig_1888_segment0	6259613	6349350	-0.004534	-0.005049	-0.002526	-0.004819
contig_1888_segment0	6349446	6427101	0.047648	0.059233	0.029499	0.023452
contig_1888_segment0	6427128	6512557	0.014535	0.015668	0.007919	0.014577
contig_1888_segment0	6513074	6617117	0.153239	0.152733	0.069764	0.073668
contig_1888_segment0	6617258	6711951	-0.008183	-0.009815	-0.004855	-0.012278
contig_1888_segment0	6712268	6806811	0.096279	0.115569	0.060169	0.061856
contig_1888_segment0	6806987	6896034	0.075354	0.080399	0.041816	0.045620
contig_1888_segment0	6896052	6960672	0.080879	0.097977	0.044357	0.047573
contig_1888_segment0	6960743	7036662	-0.043571	-0.060403	-0.024744	-0.027953
contig_1888_segment0	7036676	7110393	0.041495	0.051085	0.020299	0.026529
contig_1888_segment0	7110399	7165060	0.123877	0.145069	0.070855	0.071567
contig_1888_segment0	7165068	7215985	0.238609	0.290905	0.155976	0.148554
contig_1888_segment0	7216163	7266812	0.023561	0.032895	0.015784	0.008837
contig_1888_segment0	7266818	7319343	-0.025768	-0.030712	-0.014493	-0.015830
contig_1888_segment0	7319351	7370877	0.024362	0.031802	0.014846	0.020561
contig_1888_segment0	7370898	7421831	0.120645	0.146443	0.072350	0.077695
contig_1888_segment0	7421858	7471271	0.033111	0.042880	0.019735	0.019520
contig_1888_segment0	7471306	7521466	0.175555	0.206632	0.103173	0.113794
contig_1888_segment0	7521811	7562647	-0.071186	-0.132603	-0.042432	-0.041953
contig_1888_segment0	7562688	7608093	0.069516	0.097311	0.039157	0.036346
contig_1888_segment0	7608203	7655191	0.103161	0.134210	0.062052	0.069185
contig_1888_segment0	7655210	7699232	0.043500	0.056550	0.027920	0.028654
contig_1888_segment0	7699304	7744989	-0.044351	-0.066217	-0.025877	-0.025723
contig_1888_segment0	7745017	7785401	0.196803	0.222824	0.115038	0.132927
contig_1888_segment0	7785413	7836857	0.079259	0.103955	0.048635	0.044329
contig_1888_segment0	7836905	7883159	0.047211	0.060493	0.027722	0.029846
contig_1888_segment0	7883207	7937119	0.044887	0.059995	0.024187	0.013565
contig_1888_segment0	7937210	7992282	0.013685	0.016144	0.007474	0.012378
contig_1888_segment0	7992301	8049959	0.014911	0.018418	0.008467	0.000976
contig_1888_segment0	8050195	8100900	0.006977	0.009189	0.004465	-0.005104
contig_1888_segment0	8101359	8153400	0.033430	0.041922	0.019554	0.019787
contig_1888_segment0	8153407	8207851	-0.011252	-0.015054	-0.006539	-0.001966
contig_1888_segment0	8207963	8254427	0.106693	0.137639	0.064296	0.067388
contig_1888_segment0	8254674	8302967	-0.008005	-0.009515	-0.004572	-0.002051
contig_1888_segment0	8303082	8351041	0.043285	0.061889	0.025428	0.014712
contig_1888_segment0	8351071	8409106	0.126535	0.141986	0.073049	0.083043
contig_1888_segment0	8409110	8475229	0.070623	0.088187	0.042219	0.039710
contig_1888_segment0	8475253	8543123	0.030820	0.034996	0.017122	0.017053
contig_1888_segment0	8543134	8601427	0.022340	0.028918	0.014219	0.014951
