chr	windowStart	windowEnd	D	f_d	f_dM	d_f
contig_1888_segment0	11903	123784	0.265118	0.383836	0.218420	0.114758
contig_1888_segment0	123788	255344	0.215466	0.262639	0.148607	0.089305
contig_1888_segment0	255349	342382	0.196010	0.318300	0.185370	0.077038
contig_1888_segment0	342383	406130	0.132264	0.272319	0.151395	0.047546
contig_1888_segment0	406965	507323	0.175948	0.300249	0.166946	0.079176
contig_1888_segment0	507324	606372	0.159532	0.303444	0.174186	0.056253
contig_1888_segment0	606398	833095	0.381003	0.419527	0.217852	0.192494
contig_1888_segment0	833127	871784	0.096829	0.254540	0.113235	0.033936
contig_1888_segment0	871806	919321	0.125396	0.262538	0.112295	0.046281
contig_1888_segment0	919347	957574	0.051832	0.153949	0.073605	0.015519
contig_1888_segment0	957582	1048319	0.241795	0.435018	0.197071	0.095512
contig_1888_segment0	1048320	1062504	0.001737	0.008708	0.002647	-0.009125
contig_1888_segment0	1062506	1261482	0.442320	0.305388	0.179043	0.238168
contig_1888_segment0	1261483	1322487	-0.239760	-0.244872	-0.151685	-0.125786
contig_1888_segment0	1323456	1461485	0.110508	0.072777	0.041288	0.036107
contig_1888_segment0	1461746	1743598	0.090077	0.028183	0.019472	0.031369
contig_1888_segment0	1743642	1920868	0.014103	0.009282	0.004515	-0.005241
contig_1888_segment0	1920995	2049610	0.033234	0.022435	0.013831	0.009820
contig_1888_segment0	2049613	2200420	-0.130580	-0.096521	-0.051764	-0.070408
contig_1888_segment0	2200610	2341192	-0.012846	-0.008767	-0.004402	-0.018741
contig_1888_segment0	2341327	2444789	0.094370	0.094738	0.041590	0.030461
contig_1888_segment0	2444791	2594945	0.053325	0.039616	0.021579	0.012524
contig_1888_segment0	2595016	2687262	-0.044053	-0.046008	-0.019843	-0.038907
contig_1888_segment0	2687289	2783515	0.062156	0.056008	0.027168	0.007648
contig_1888_segment0	2783534	2845410	-0.107977	-0.123198	-0.054392	-0.064368
contig_1888_segment0	2845433	2903257	0.039745	0.053072	0.020852	-0.000430
contig_1888_segment0	2903282	2954220	-0.028498	-0.038828	-0.015500	-0.031760
contig_1888_segment0	2954666	3029227	0.044591	0.039766	0.020416	0.008413
contig_1888_segment0	3029228	3085157	-0.150468	-0.176818	-0.073847	-0.066868
contig_1888_segment0	3085227	3139709	0.067456	0.091462	0.039639	0.014083
contig_1888_segment0	3139711	3186373	0.078452	0.096966	0.050996	0.033064
contig_1888_segment0	3186400	3225498	-0.014891	-0.019933	-0.008793	-0.019881
contig_1888_segment0	3225513	3311370	0.022419	0.025266	0.010450	-0.007629
contig_1888_segment0	3311529	3410565	-0.021036	-0.016977	-0.008397	-0.019296
contig_1888_segment0	3410696	3523590	0.004098	0.003550	0.001352	-0.018297
contig_1888_segment0	3523610	3623745	0.082218	0.087044	0.038372	0.029839
contig_1888_segment0	3623792	3752231	0.137025	0.107414	0.045210	0.046606
contig_1888_segment0	3752346	3831865	0.049550	0.042727	0.022801	0.008297
contig_1888_segment0	3831997	3930123	-0.012655	-0.012285	-0.005628	-0.015953
contig_1888_segment0	3930667	4001770	-0.081130	-0.097925	-0.042121	-0.041138
contig_1888_segment0	4001864	4096382	0.068441	0.057566	0.026672	0.022020
contig_1888_segment0	4096439	4147720	0.003634	0.004222	0.002104	0.000563
contig_1888_segment0	4147736	4200118	-0.008947	-0.010620	-0.004826	-0.023684
contig_1888_segment0	4200159	4253852	-0.068664	-0.077988	-0.036646	-0.037838
contig_1888_segment0	4253882	4317300	0.025398	0.027287	0.013285	0.006350
contig_1888_segment0	4317564	4379181	-0.168345	-0.228696	-0.089110	-0.097369
contig_1888_segment0	4379395	4457948	0.000915	0.000921	0.000396	-0.007678
contig_1888_segment0	4457975	4539001	-0.051853	-0.046640	-0.020676	-0.033315
contig_1888_segment0	4539025	4616805	0.032807	0.033636	0.014396	-0.007561
contig_1888_segment0	4616858	4706666	0.036094	0.034226	0.016033	-0.000525
contig_1888_segment0	4706672	4789669	0.066595	0.080116	0.036164	0.018895
contig_1888_segment0	4789807	4829618	0.054159	0.064218	0.029936	0.011303
contig_1888_segment0	4829652	4872371	0.018698	0.023244	0.010867	-0.000669
contig_1888_segment0	4872997	4928085	0.051417	0.061555	0.031406	0.015721
contig_1888_segment0	4928273	4984385	0.041004	0.044947	0.020030	0.006327
contig_1888_segment0	4984435	5056037	0.053275	0.054698	0.024513	0.006920
contig_1888_segment0	5056050	5107655	0.012346	0.015524	0.006165	-0.010563
contig_1888_segment0	5107665	5170407	0.005303	0.005134	0.002329	-0.018679
contig_1888_segment0	5170468	5237262	0.113819	0.105916	0.059879	0.040745
contig_1888_segment0	5237280	5298658	-0.071676	-0.097894	-0.033331	-0.052618
contig_1888_segment0	5298680	5352490	0.016021	0.019880	0.008457	-0.018507
contig_1888_segment0	5352588	5406127	0.003783	0.005090	0.001985	-0.021391
contig_1888_segment0	5406135	5475513	-0.033119	-0.044453	-0.016031	-0.034838
contig_1888_segment0	5475550	5514836	0.102645	0.124390	0.066359	0.038495
contig_1888_segment0	5514986	5556927	-0.022842	-0.030621	-0.012964	-0.029680
contig_1888_segment0	5556957	5608885	-0.117390	-0.153105	-0.061057	-0.066851
contig_1888_segment0	5608895	5658924	-0.037176	-0.062792	-0.018966	-0.024879
contig_1888_segment0	5658927	5718456	-0.068687	-0.086318	-0.036980	-0.038327
contig_1888_segment0	5718705	5783218	0.041689	0.044689	0.019571	0.009118
contig_1888_segment0	5783229	5871141	-0.081822	-0.083530	-0.036679	-0.052240
contig_1888_segment0	5871147	5979619	-0.036120	-0.029192	-0.012953	-0.033472
contig_1888_segment0	5979620	6050272	-0.092855	-0.100386	-0.045219	-0.071127
contig_1888_segment0	6050529	6121739	-0.093035	-0.117454	-0.043311	-0.045371
contig_1888_segment0	6121744	6175874	-0.126006	-0.189280	-0.068148	-0.082123
contig_1888_segment0	6176125	6227850	-0.046639	-0.066152	-0.025593	-0.040414
contig_1888_segment0	6227900	6276396	0.009783	0.013596	0.006055	-0.006156
contig_1888_segment0	6276438	6358181	-0.022137	-0.023694	-0.009807	-0.019135
contig_1888_segment0	6358217	6427807	-0.093997	-0.117967	-0.050046	-0.060456
contig_1888_segment0	6427837	6497393	-0.076868	-0.087495	-0.034484	-0.052387
contig_1888_segment0	6497420	6581459	-0.013903	-0.013697	-0.006212	-0.022670
contig_1888_segment0	6581460	6659690	0.130585	0.119289	0.063704	0.046895
contig_1888_segment0	6659740	6762312	0.088301	0.073835	0.037498	0.019834
contig_1888_segment0	6762588	6838741	0.089279	0.088060	0.045181	0.033841
contig_1888_segment0	6838742	6912196	-0.106993	-0.100397	-0.046521	-0.063387
contig_1888_segment0	6912412	6970954	0.003163	0.003077	0.001679	-0.008112
contig_1888_segment0	6971026	7045735	-0.023227	-0.021790	-0.011517	-0.022697
contig_1888_segment0	7046029	7110311	-0.042728	-0.045588	-0.022356	-0.029485
contig_1888_segment0	7110312	7162002	0.050803	0.048082	0.026077	0.023042
contig_1888_segment0	7162252	7208097	-0.017000	-0.018541	-0.009409	-0.013624
contig_1888_segment0	7208137	7251100	-0.023578	-0.029512	-0.012932	-0.015693
contig_1888_segment0	7251203	7304128	-0.018349	-0.021362	-0.009826	-0.023006
contig_1888_segment0	7304323	7342005	0.022994	0.031661	0.013412	0.007194
contig_1888_segment0	7342018	7393889	0.024250	0.027471	0.012304	-0.005458
contig_1888_segment0	7393965	7434521	0.026331	0.034805	0.015030	-0.000409
contig_1888_segment0	7434545	7473318	0.072773	0.080581	0.037563	0.014619
contig_1888_segment0	7473452	7517712	0.045850	0.042662	0.022373	0.010012
contig_1888_segment0	7517713	7555346	-0.047678	-0.054980	-0.026258	-0.031159
contig_1888_segment0	7555347	7589648	0.082415	0.095829	0.049891	0.030766
contig_1888_segment0	7589655	7626627	0.018388	0.021819	0.010092	-0.001634
contig_1888_segment0	7626669	7671344	0.015272	0.016623	0.008330	-0.001906
contig_1888_segment0	7671350	7709403	0.045113	0.058892	0.025834	0.006902
