chr	windowStart	windowEnd	D	f_d	f_dM	d_f
contig_1888_segment0	35	932	0.059002	0.290494	0.148909	0.025544
contig_1888_segment0	388	1742	0.077196	0.278201	0.166588	0.042395
contig_1888_segment0	935	2543	-0.071287	-0.862436	-0.132025	-0.021950
contig_1888_segment0	1743	3729	-0.048278	-0.454645	-0.085038	-0.008188
contig_1888_segment0	2581	4279	0.003397	0.018978	0.009384	0.011609
contig_1888_segment0	3735	5112	-0.012325	-0.068950	-0.031299	0.008235
contig_1888_segment0	4280	5648	0.112092	0.301453	0.175023	0.057357
contig_1888_segment0	5115	6168	0.115498	0.362568	0.183292	0.038800
contig_1888_segment0	5668	7680	0.019598	0.081967	0.030214	0.011104
contig_1888_segment0	6169	8194	-0.065750	-0.384751	-0.111065	-0.010641
contig_1888_segment0	7681	10289	-0.013050	-0.070033	-0.027538	0.011016
contig_1888_segment0	8197	13179	-0.049020	-0.151490	-0.059667	-0.009379
contig_1888_segment0	10300	13577	-0.174255	-0.908462	-0.197874	-0.068470
contig_1888_segment0	13201	14258	-0.131701	-4.307400	-0.269568	-0.050513
contig_1888_segment0	13581	23913	-0.079570	-0.198796	-0.089974	-0.020938
contig_1888_segment0	14260	46867	-0.014863	-0.010688	-0.007057	-0.002280
contig_1888_segment0	23916	55090	0.045338	0.027000	0.018973	0.001688
contig_1888_segment0	46896	60930	0.097370	0.133747	0.074896	0.015632
contig_1888_segment0	55101	71259	0.160815	0.172325	0.110501	0.048236
contig_1888_segment0	60935	97162	0.106805	0.076325	0.048292	0.035353
contig_1888_segment0	71277	111648	-0.010039	-0.005591	-0.003488	-0.009435
contig_1888_segment0	97163	118857	-0.093369	-0.086133	-0.045972	-0.049888
contig_1888_segment0	111654	122190	-0.078515	-0.480113	-0.091609	-0.038820
contig_1888_segment0	118870	122652	0.011120	0.053620	0.017488	0.006434
contig_1888_segment0	122212	137485	-0.024043	-0.043605	-0.024432	0.003139
contig_1888_segment0	122664	156778	-0.082512	-0.077702	-0.052021	-0.024574
contig_1888_segment0	138120	175820	-0.000370	-0.000232	-0.000157	0.007712
contig_1888_segment0	156780	176889	-0.000830	-0.000958	-0.000569	0.010319
contig_1888_segment0	175823	184692	0.005145	0.015349	0.006758	0.000268
contig_1888_segment0	176919	186959	0.074595	0.133391	0.065550	0.038527
contig_1888_segment0	184755	203275	0.086898	0.094552	0.051575	0.042658
contig_1888_segment0	186960	209150	0.046463	0.042137	0.026909	0.029010
contig_1888_segment0	203759	235363	-0.010429	-0.006235	-0.004728	0.003648
contig_1888_segment0	209151	239629	0.044662	0.026620	0.020346	0.020364
contig_1888_segment0	235375	240136	-0.000878	-0.001719	-0.001028	-0.003725
contig_1888_segment0	239631	254542	-0.054114	-0.176254	-0.063511	-0.022244
contig_1888_segment0	240143	254960	-0.071444	-0.297781	-0.089680	-0.030418
contig_1888_segment0	254544	261034	-0.079762	-0.335546	-0.124797	-0.030636
contig_1888_segment0	254964	265798	-0.033215	-0.046539	-0.028238	-0.007371
contig_1888_segment0	263271	276301	0.015545	0.021504	0.011912	0.006225
contig_1888_segment0	265838	298769	-0.040509	-0.040180	-0.022872	-0.014009
contig_1888_segment0	276302	302537	-0.205972	-0.305971	-0.147649	-0.097838
contig_1888_segment0	298775	303709	-0.090866	-0.493569	-0.135301	-0.055536
contig_1888_segment0	302538	303968	0.050927	0.239472	0.099580	0.014522
contig_1888_segment0	303710	304314	0.025010	0.119336	0.056721	0.001661
contig_1888_segment0	303976	315899	0.056152	0.070774	0.053049	0.022409
contig_1888_segment0	304338	322831	0.021274	0.021120	0.015070	0.003098
contig_1888_segment0	315923	330318	0.050451	0.069607	0.048571	0.000842
contig_1888_segment0	322840	338905	0.129822	0.135561	0.098680	0.040324
contig_1888_segment0	330330	341092	0.143909	0.245311	0.157705	0.075114
contig_1888_segment0	338907	342540	0.071195	0.324867	0.138587	0.037862
contig_1888_segment0	341102	344561	-0.093422	-0.581973	-0.140643	-0.057938
contig_1888_segment0	342546	347911	-0.088037	-0.257091	-0.094843	-0.053018
contig_1888_segment0	344582	348181	-0.112047	-0.531729	-0.144087	-0.067603
contig_1888_segment0	347912	348721	-0.069983	-0.808346	-0.183550	-0.043395
contig_1888_segment0	348203	349078	-0.055545	-0.234109	-0.128606	-0.013046
contig_1888_segment0	348730	349546	-0.042874	-0.200450	-0.088686	-0.008938
contig_1888_segment0	349083	350064	0.058833	0.275845	0.130708	0.032815
contig_1888_segment0	349553	351043	0.130654	0.360752	0.244570	0.080998
contig_1888_segment0	350109	351897	0.080536	0.288966	0.181673	0.051188
contig_1888_segment0	351103	352314	-0.068427	-2.184152	-0.239429	-0.035314
contig_1888_segment0	351900	362082	-0.108637	-0.431276	-0.180995	-0.051585
contig_1888_segment0	352321	397435	-0.098717	-0.079112	-0.047200	-0.036757
contig_1888_segment0	362087	405870	0.005660	0.004272	0.002762	-0.001123
contig_1888_segment0	397436	412629	0.030086	0.040865	0.027431	0.005412
contig_1888_segment0	405882	412979	-0.023725	-0.059271	-0.030566	-0.028773
contig_1888_segment0	412637	413331	-0.013196	-0.067752	-0.028968	-0.009846
contig_1888_segment0	412989	413659	0.056477	0.229858	0.125277	0.033576
contig_1888_segment0	413333	425481	0.030147	0.074666	0.038951	0.014264
contig_1888_segment0	413661	426146	-0.096229	-0.238927	-0.101995	-0.048163
contig_1888_segment0	425498	426517	-0.023662	-0.078283	-0.034821	-0.005836
contig_1888_segment0	426156	435558	-0.067313	-0.174898	-0.087018	-0.047333
contig_1888_segment0	426532	447290	-0.171117	-0.377687	-0.160626	-0.100985
contig_1888_segment0	435560	469764	-0.010504	-0.012307	-0.007323	0.003858
contig_1888_segment0	449288	470043	-0.031065	-0.050182	-0.031005	-0.014355
contig_1888_segment0	469770	485731	-0.035346	-0.051525	-0.034261	-0.014955
contig_1888_segment0	470045	507259	0.023026	0.020291	0.012972	0.029137
contig_1888_segment0	485780	507502	0.033190	0.063875	0.033186	0.019793
contig_1888_segment0	507262	522046	0.050318	0.100543	0.053504	0.028202
contig_1888_segment0	507503	543059	-0.054401	-0.066795	-0.031523	-0.016905
contig_1888_segment0	522055	545548	-0.046965	-0.092977	-0.039656	-0.020921
contig_1888_segment0	543066	548324	0.005516	0.022314	0.009333	-0.012599
contig_1888_segment0	545551	548627	-0.036971	-0.343538	-0.120066	-0.030789
contig_1888_segment0	548341	548928	-0.078876	-3.231434	-0.343723	-0.037635
contig_1888_segment0	548629	549217	-0.063242	-3.375179	-0.264482	-0.041198
contig_1888_segment0	548932	570224	-0.065011	-0.119506	-0.072718	-0.026199
contig_1888_segment0	549230	573593	-0.105027	-0.127398	-0.074194	-0.042324
contig_1888_segment0	570259	577593	0.017085	0.030247	0.017842	0.002029
contig_1888_segment0	573594	579572	0.089216	0.188778	0.145246	0.043439
contig_1888_segment0	577612	595071	0.018431	0.027110	0.019024	0.005695
contig_1888_segment0	579604	606446	-0.000880	-0.001013	-0.000696	-0.000048
contig_1888_segment0	595077	652624	-0.131582	-0.058877	-0.044399	-0.038560
contig_1888_segment0	606498	668183	-0.043991	-0.020761	-0.015926	-0.013345
contig_1888_segment0	652626	697088	0.024985	0.016422	0.011317	0.005812
contig_1888_segment0	668206	698976	0.038627	0.025599	0.017234	0.008378
contig_1888_segment0	697570	703036	0.059485	0.100810	0.055369	0.013050
contig_1888_segment0	698981	722636	0.012615	0.013432	0.006954	-0.003713
contig_1888_segment0	703911	741269	0.182270	0.141984	0.074906	0.082746
contig_1888_segment0	723690	755528	0.011040	0.009648	0.004703	0.018886
contig_1888_segment0	741270	759043	-0.247163	-0.402611	-0.176801	-0.108289
contig_1888_segment0	755529	785743	-0.254346	-0.161630	-0.091663	-0.111255
contig_1888_segment0	759044	813248	-0.269274	-0.122318	-0.075501	-0.143782
contig_1888_segment0	785906	831874	-0.095999	-0.071615	-0.047927	-0.055715
contig_1888_segment0	815066	832891	-0.003872	-0.005825	-0.003986	-0.005549
contig_1888_segment0	831875	836175	-0.064959	-0.182266	-0.094539	-0.036042
contig_1888_segment0	832906	836954	-0.019968	-0.046997	-0.023942	-0.024399
contig_1888_segment0	836176	837289	0.104162	0.266124	0.158456	0.043361
contig_1888_segment0	836957	840332	0.083858	0.266896	0.171273	0.041098
contig_1888_segment0	837310	841507	0.040929	0.110561	0.077290	0.016495
contig_1888_segment0	840336	844277	0.079427	0.153108	0.124057	0.042626
contig_1888_segment0	841527	844810	0.019124	0.049722	0.034628	0.015112
contig_1888_segment0	844284	849745	-0.094385	-0.245969	-0.108981	-0.051447
contig_1888_segment0	844816	852656	-0.096628	-0.259703	-0.102225	-0.051093
contig_1888_segment0	849781	855736	-0.084109	-0.422793	-0.114035	-0.039890
contig_1888_segment0	852665	856132	-0.068192	-0.345025	-0.101227	-0.031262
contig_1888_segment0	855737	857863	-0.053336	-0.255191	-0.078374	-0.017525
