chr	windowStart	windowEnd	D	f_d	f_dM	d_f
contig_1888_segment0	350109	874010	-0.025181	-0.037489	-0.021656	-0.011732
contig_1888_segment0	874026	1123086	0.031575	0.047582	0.026916	0.008551
contig_1888_segment0	1124160	1889340	0.177419	0.162899	0.090921	0.101580
contig_1888_segment0	1889354	2488747	-0.081641	-0.093083	-0.047057	-0.049473
contig_1888_segment0	2488892	2900519	0.077011	0.089806	0.044851	0.048662
contig_1888_segment0	2900790	3168053	0.015058	0.018412	0.009307	0.011609
contig_1888_segment0	3168143	3540140	0.080606	0.089959	0.045796	0.054407
contig_1888_segment0	3540350	3978374	0.179164	0.182000	0.100538	0.115157
contig_1888_segment0	3978408	4266362	0.027625	0.036643	0.016602	0.016210
contig_1888_segment0	4266634	4613176	0.037714	0.038627	0.020075	0.022723
contig_1888_segment0	4613364	4916491	0.031364	0.033938	0.016818	0.019307
contig_1888_segment0	4916492	5208649	0.067279	0.072358	0.037274	0.036805
contig_1888_segment0	5208984	5492412	-0.022771	-0.026119	-0.013664	-0.012424
contig_1888_segment0	5492459	5744271	0.081936	0.092121	0.047084	0.049788
contig_1888_segment0	5744282	6135785	-0.003509	-0.003698	-0.001824	-0.008002
contig_1888_segment0	6136067	6427101	0.022150	0.026013	0.013130	0.009246
contig_1888_segment0	6427128	6806811	0.061377	0.068269	0.033622	0.035002
contig_1888_segment0	6806987	7110393	0.038656	0.046706	0.020838	0.022109
contig_1888_segment0	7110399	7319343	0.088919	0.110326	0.054418	0.052669
contig_1888_segment0	7319351	7521466	0.088641	0.110377	0.053031	0.058237
contig_1888_segment0	7521811	7699232	0.035775	0.051390	0.021444	0.022871
contig_1888_segment0	7699304	7883159	0.074986	0.096275	0.044376	0.046207
contig_1888_segment0	7883207	8100900	0.020106	0.025389	0.011461	0.005444
contig_1888_segment0	8101359	8302967	0.030953	0.039177	0.018105	0.020674
contig_1888_segment0	8303082	8543123	0.068937	0.083659	0.039886	0.038889
contig_1888_segment0	8543134	8780413	0.110296	0.138341	0.067570	0.070020
contig_1888_segment0	8780594	9115827	0.144697	0.175399	0.084949	0.092213
contig_1888_segment0	9115831	9610986	0.089139	0.087566	0.043636	0.060207
contig_1888_segment0	9611179	9949722	0.082849	0.099030	0.047146	0.052076
contig_1888_segment0	9949752	10319290	0.107328	0.118945	0.060567	0.067707
contig_1888_segment0	10319439	10665948	0.023961	0.029103	0.013178	0.015225
contig_1888_segment0	10665955	10914053	0.008017	0.009065	0.004470	0.001457
contig_1888_segment0	10914176	11615018	-0.024506	-0.025465	-0.013384	-0.015796
contig_235_segment0	41542	80157	0.024676	0.096463	0.050617	0.010153
contig_235_segment0	80168	132271	-0.015144	-0.066469	-0.029668	-0.007095
scaffold_335_segment0	132286	171641	-0.021976	-0.062882	-0.032721	-0.008774
scaffold_335_segment0	171648	951500	0.017863	0.012880	0.007985	0.006320
scaffold_335_segment0	951506	1287493	-0.012147	-0.012509	-0.006998	-0.006577
scaffold_335_segment0	1287498	1768959	0.019719	0.019632	0.010976	0.009705
scaffold_335_segment0	1769055	2316754	0.028450	0.027063	0.013440	0.015014
scaffold_335_segment0	2316994	2647101	-0.001443	-0.001712	-0.000772	0.000049
scaffold_335_segment0	2647110	2939385	0.105404	0.117148	0.062867	0.061019
scaffold_335_segment0	2939387	3408803	0.073773	0.069250	0.038401	0.045431
scaffold_335_segment0	3409002	3708706	-0.071953	-0.086620	-0.039869	-0.043079
scaffold_335_segment0	3708723	4047662	-0.063017	-0.064582	-0.034437	-0.042596
scaffold_335_segment0	4047790	4444442	-0.041916	-0.045232	-0.024102	-0.030445
scaffold_335_segment0	4444456	4856371	0.059700	0.057501	0.029020	0.039146
scaffold_335_segment0	4856444	5143037	0.070290	0.072981	0.038498	0.046040
scaffold_335_segment0	5143044	5384930	0.020201	0.024188	0.012957	0.009748
scaffold_335_segment0	5384955	5740514	0.058646	0.044873	0.027232	0.032906
scaffold_335_segment0	5740533	6072911	0.030643	0.028502	0.014387	0.022417
scaffold_335_segment0	6072916	6317639	-0.002827	-0.003213	-0.001590	-0.008050
