chr	windowStart	windowEnd	D	f_d	f_dM	d_f
contig_1888_segment0	350479	885798	0.019327	0.043581	0.020742	0.002177
contig_1888_segment0	885801	1133473	-0.015503	-0.042957	-0.018663	-0.009573
contig_1888_segment0	1133549	1919482	0.024451	0.014134	0.008710	0.015330
contig_1888_segment0	1919547	2500138	-0.042263	-0.033891	-0.017889	-0.021949
contig_1888_segment0	2500222	2884750	0.018164	0.018683	0.009059	0.011081
contig_1888_segment0	2884762	3138572	-0.028952	-0.033682	-0.015918	-0.010979
contig_1888_segment0	3138659	3433910	0.007085	0.007990	0.003641	0.008960
contig_1888_segment0	3433950	3882157	0.034630	0.031930	0.016425	0.021429
contig_1888_segment0	3882392	4184420	-0.080751	-0.092398	-0.043063	-0.037592
contig_1888_segment0	4184485	4460717	0.025222	0.027159	0.013002	0.013024
contig_1888_segment0	4460801	4806794	-0.042913	-0.046011	-0.021107	-0.021382
contig_1888_segment0	4806906	5055779	-0.013925	-0.017077	-0.007823	-0.005454
contig_1888_segment0	5055792	5324223	0.009109	0.010459	0.004655	0.008781
contig_1888_segment0	5324248	5548640	0.024707	0.033137	0.014760	0.009593
contig_1888_segment0	5548693	5790969	0.011804	0.014233	0.006557	0.008268
contig_1888_segment0	5790974	6147338	-0.069236	-0.074075	-0.032025	-0.034647
contig_1888_segment0	6147339	6413029	-0.007757	-0.010238	-0.004484	-0.009755
contig_1888_segment0	6413368	6786566	0.004012	0.004074	0.001907	0.000981
contig_1888_segment0	6786768	7089847	-0.050699	-0.052669	-0.024649	-0.022157
contig_1888_segment0	7089875	7305391	0.015048	0.015907	0.007802	0.008353
contig_1888_segment0	7305451	7487861	0.000289	0.000345	0.000154	0.004038
contig_1888_segment0	7487899	7653572	0.002653	0.003178	0.001349	0.003273
contig_1888_segment0	7653586	7813978	0.003264	0.004466	0.001911	0.001083
contig_1888_segment0	7813984	8000312	-0.038993	-0.054038	-0.021113	-0.020440
contig_1888_segment0	8000326	8197206	-0.063504	-0.090446	-0.036592	-0.028769
contig_1888_segment0	8197363	8391874	0.000505	0.000590	0.000269	0.003903
contig_1888_segment0	8391882	8620881	-0.013987	-0.017860	-0.007942	-0.005695
contig_1888_segment0	8620882	8891314	0.036245	0.044165	0.019693	0.026943
contig_1888_segment0	8891335	9246899	-0.065564	-0.067898	-0.032441	-0.026882
contig_1888_segment0	9246900	9675800	-0.037257	-0.040375	-0.017824	-0.013683
contig_1888_segment0	9675806	9975259	-0.031212	-0.033508	-0.015022	-0.012520
contig_1888_segment0	9975288	10346872	0.035542	0.038264	0.018111	0.021866
contig_1888_segment0	10347001	10677815	-0.051849	-0.055344	-0.024911	-0.023192
contig_1888_segment0	10677842	10908623	-0.011050	-0.012608	-0.005887	-0.007237
contig_1888_segment0	10908679	11614202	0.012478	0.010516	0.005673	0.002447
contig_235_segment0	40398	73816	0.029775	0.132182	0.064353	0.013330
contig_235_segment0	73817	130852	-0.022835	-0.122716	-0.049345	-0.010791
scaffold_335_segment0	115104	836436	-0.044795	-0.075300	-0.035487	-0.019183
scaffold_335_segment0	836860	1279879	-0.036288	-0.046523	-0.020311	-0.018090
scaffold_335_segment0	1279881	1455765	-0.000140	-0.000308	-0.000140	0.002677
