chr	windowStart	windowEnd	D	f_d	f_dM	d_f
contig_1888_segment0	348466	849803	0.215651	0.346464	0.185246	0.088545
contig_1888_segment0	849806	1062031	0.113225	0.278348	0.117859	0.036899
contig_1888_segment0	1062033	1793576	0.095003	0.053953	0.033586	0.036943
contig_1888_segment0	1793953	2402973	-0.016557	-0.011797	-0.006149	-0.016898
contig_1888_segment0	2403032	2831556	0.011735	0.011247	0.005325	-0.009023
contig_1888_segment0	2831611	3085157	-0.025442	-0.029955	-0.012978	-0.023096
contig_1888_segment0	3085227	3339478	0.034668	0.042787	0.019381	0.002818
contig_1888_segment0	3339508	3801467	0.056701	0.047647	0.021371	0.009767
contig_1888_segment0	3801563	4139504	0.002562	0.002641	0.001216	-0.006089
contig_1888_segment0	4139524	4388627	-0.060094	-0.071646	-0.031910	-0.040762
contig_1888_segment0	4388809	4737948	0.019417	0.019211	0.008604	-0.005935
contig_1888_segment0	4737960	4970290	0.043906	0.051780	0.024310	0.009081
contig_1888_segment0	4970375	5237262	0.047981	0.049575	0.022995	0.003938
contig_1888_segment0	5237280	5483848	-0.019388	-0.025720	-0.009839	-0.030030
contig_1888_segment0	5484135	5693923	-0.019622	-0.026068	-0.010830	-0.022469
contig_1888_segment0	5694023	6040002	-0.049779	-0.049804	-0.021861	-0.038869
contig_1888_segment0	6040035	6286030	-0.056626	-0.078570	-0.030579	-0.040349
contig_1888_segment0	6286113	6619189	-0.023155	-0.024655	-0.010731	-0.026892
contig_1888_segment0	6619667	6955186	0.022267	0.020613	0.010442	-0.005007
contig_1888_segment0	6955286	7208097	-0.006357	-0.006403	-0.003318	-0.009622
contig_1888_segment0	7208137	7405771	-0.005445	-0.006731	-0.002956	-0.012878
contig_1888_segment0	7405820	7573886	0.046537	0.051721	0.024998	0.008645
contig_1888_segment0	7573898	7742588	0.046294	0.055464	0.026688	0.010016
contig_1888_segment0	7742632	7915764	0.018560	0.023393	0.010415	-0.006907
contig_1888_segment0	7915786	8103470	0.035279	0.043762	0.019357	-0.001755
contig_1888_segment0	8103479	8285596	-0.007725	-0.009655	-0.004305	-0.012938
contig_1888_segment0	8285623	8498620	0.034897	0.041850	0.019159	0.011213
contig_1888_segment0	8498622	8729564	0.013783	0.016844	0.007708	0.000409
contig_1888_segment0	8729604	9039299	-0.002500	-0.002926	-0.001317	-0.011436
contig_1888_segment0	9039313	9438578	-0.021771	-0.020988	-0.009661	-0.022786
contig_1888_segment0	9438620	9833821	0.078449	0.075911	0.035662	0.023098
