chr	windowStart	windowEnd	D	f_d	f_dM	d_f
contig_1888_segment0	5987	157306	0.259764	0.392119	0.224117	0.114067
contig_1888_segment0	55090	246885	0.262663	0.314950	0.180292	0.113063
contig_1888_segment0	157314	304201	0.184333	0.258507	0.149195	0.074527
contig_1888_segment0	247923	348463	0.170412	0.301229	0.181506	0.062943
contig_1888_segment0	304205	406130	0.162312	0.306177	0.173061	0.058868
contig_1888_segment0	348466	469482	0.159004	0.299467	0.163817	0.071436
contig_1888_segment0	406965	548680	0.154950	0.280182	0.157626	0.065468
contig_1888_segment0	469496	668085	0.226834	0.328283	0.189068	0.086265
contig_1888_segment0	548684	824905	0.329854	0.404162	0.214066	0.150765
contig_1888_segment0	668086	849803	0.255722	0.403122	0.196146	0.108615
contig_1888_segment0	824933	888863	0.148880	0.329042	0.141816	0.055575
contig_1888_segment0	849806	919321	0.121480	0.260444	0.111408	0.044889
contig_1888_segment0	888864	926480	0.030717	0.098182	0.046144	0.010101
contig_1888_segment0	919347	1004003	0.137775	0.307849	0.144586	0.049292
contig_1888_segment0	926490	1050967	0.204139	0.380653	0.174521	0.077726
contig_1888_segment0	1004005	1062031	0.082136	0.261572	0.096397	0.019875
contig_1888_segment0	1051057	1121627	0.242763	0.441027	0.207949	0.086627
contig_1888_segment0	1062033	1271682	0.334288	0.257853	0.157577	0.167611
contig_1888_segment0	1121634	1322487	-0.052188	-0.038552	-0.023759	-0.032183
contig_1888_segment0	1271688	1421430	-0.170675	-0.145289	-0.082130	-0.096718
contig_1888_segment0	1323456	1540843	0.073128	0.042540	0.025676	0.020020
contig_1888_segment0	1421434	1793576	0.110540	0.038167	0.025081	0.037112
contig_1888_segment0	1540849	1906752	0.066361	0.025671	0.015697	0.017561
contig_1888_segment0	1793953	2024760	0.021055	0.014550	0.007500	-0.001750
contig_1888_segment0	1907130	2061805	0.019485	0.015264	0.008756	0.003526
contig_1888_segment0	2024762	2200420	-0.065633	-0.051540	-0.029012	-0.033992
contig_1888_segment0	2061934	2308264	-0.059133	-0.036108	-0.019281	-0.040747
contig_1888_segment0	2200610	2402973	-0.001338	-0.000892	-0.000440	-0.015250
contig_1888_segment0	2308270	2456686	0.028402	0.029671	0.012996	0.005723
contig_1888_segment0	2403032	2586204	0.101658	0.091609	0.046411	0.037060
contig_1888_segment0	2456707	2648567	0.018349	0.014644	0.007396	-0.006570
contig_1888_segment0	2586731	2727729	-0.007027	-0.006766	-0.003107	-0.024571
contig_1888_segment0	2649091	2783515	0.037574	0.035686	0.016903	-0.002373
contig_1888_segment0	2727732	2831556	-0.057731	-0.058719	-0.026741	-0.041963
contig_1888_segment0	2783534	2871045	-0.078808	-0.091343	-0.039617	-0.048995
contig_1888_segment0	2831611	2912312	0.049489	0.063462	0.025932	0.002164
contig_1888_segment0	2871429	2949581	-0.012368	-0.017441	-0.006621	-0.028396
contig_1888_segment0	2912479	2991367	-0.048797	-0.062828	-0.026564	-0.036083
contig_1888_segment0	2949636	3044341	0.027530	0.025146	0.013197	0.002784
contig_1888_segment0	2991455	3085157	-0.070816	-0.071924	-0.033249	-0.032985
contig_1888_segment0	3044346	3126077	-0.066086	-0.085924	-0.035879	-0.036142
contig_1888_segment0	3085227	3162599	0.072928	0.092347	0.043814	0.022785
contig_1888_segment0	3126504	3192119	0.084716	0.108568	0.051655	0.034507
contig_1888_segment0	3162750	3219487	0.010801	0.015079	0.006550	-0.005427
contig_1888_segment0	3192290	3285675	0.005529	0.006591	0.002878	-0.014001
contig_1888_segment0	3219492	3339478	0.018169	0.019960	0.008959	-0.008697
contig_1888_segment0	3285712	3410565	-0.012480	-0.011380	-0.005305	-0.018194
contig_1888_segment0	3339508	3484985	-0.025410	-0.020644	-0.008726	-0.023518
contig_1888_segment0	3410696	3564140	0.020078	0.019432	0.007118	-0.011579
