chr	windowStart	windowEnd	D	f_d	f_dM	d_f
contig_1888_segment0	741270	2488747	0.039433	0.044459	0.024081	0.017318
contig_1888_segment0	1311711	3087995	0.047142	0.051291	0.026343	0.028878
contig_1888_segment0	2488892	3731451	0.066926	0.074693	0.038513	0.042590
contig_1888_segment0	3088094	4266362	0.084680	0.097830	0.049440	0.052028
contig_1888_segment0	3731457	4833060	0.067784	0.075965	0.038238	0.040278
contig_1888_segment0	4266634	5316404	0.048843	0.051145	0.026396	0.029551
contig_1888_segment0	4833061	5744271	0.041468	0.046766	0.023837	0.024949
contig_1888_segment0	5316558	6313849	0.013343	0.015189	0.007609	0.005263
contig_1888_segment0	5744282	6919456	0.033325	0.036803	0.018366	0.017109
contig_1888_segment0	6313917	7319343	0.057866	0.068384	0.032858	0.033317
contig_1888_segment0	6919482	7636025	0.060707	0.079125	0.035641	0.037088
contig_1888_segment0	7319351	7953501	0.063701	0.083499	0.037495	0.039062
contig_1888_segment0	7636114	8302967	0.042936	0.054615	0.025108	0.025121
contig_1888_segment0	7953506	8700433	0.051695	0.064529	0.030637	0.030811
contig_1888_segment0	8303082	9267974	0.100813	0.120480	0.058661	0.062952
contig_1888_segment0	8700632	9949722	0.108750	0.122580	0.059606	0.069876
contig_1888_segment0	9268006	10581833	0.084381	0.094078	0.045538	0.053904
contig_1888_segment0	9949752	11037619	0.035423	0.040509	0.019697	0.021397
scaffold_335_segment0	41542	306225	-0.005621	-0.018197	-0.009498	-0.002269
scaffold_335_segment0	115952	1287493	-0.004964	-0.005922	-0.003433	-0.002722
scaffold_335_segment0	306231	2153024	0.015514	0.013601	0.007616	0.006472
scaffold_335_segment0	1287498	2755522	0.028937	0.029702	0.014919	0.016278
scaffold_335_segment0	2153041	3408803	0.055115	0.058994	0.029986	0.032857
scaffold_335_segment0	2755841	3941093	-0.012229	-0.013122	-0.006849	-0.007060
scaffold_335_segment0	3409002	4619749	-0.062380	-0.067257	-0.034065	-0.040342
scaffold_335_segment0	3941202	5143037	0.034327	0.035278	0.018345	0.020433
scaffold_335_segment0	4619793	5642859	0.068497	0.067413	0.036607	0.041673
scaffold_335_segment0	5143044	6145837	0.034856	0.032854	0.017934	0.019514
scaffold_335_segment0	5642865	6556535	0.026811	0.027393	0.013985	0.014150
