chr	windowStart	windowEnd	D	f_d	f_dM	d_f
contig_1888_segment0	205	1343	0.038454	0.208960	0.091965	0.022455
contig_1888_segment0	480	1789	-0.040151	-0.380080	-0.115516	-0.012117
contig_1888_segment0	1352	2587	-0.085319	-2.607946	-0.219870	-0.033603
contig_1888_segment0	1800	3735	-0.038587	-0.253312	-0.074437	-0.004577
contig_1888_segment0	2594	4414	0.027467	0.155659	0.076495	0.021858
contig_1888_segment0	3755	5118	0.012531	0.102304	0.038984	0.018928
contig_1888_segment0	4418	5811	0.012510	0.037287	0.022815	0.010977
contig_1888_segment0	5119	6475	-0.072555	-0.257391	-0.133743	-0.055361
contig_1888_segment0	5838	7778	-0.105892	-0.922981	-0.244515	-0.047198
contig_1888_segment0	6567	8303	-0.100121	-2.010774	-0.273393	-0.024053
contig_1888_segment0	7779	10482	-0.090653	-0.966124	-0.211306	-0.021235
contig_1888_segment0	8306	13042	-0.136340	-0.373603	-0.164082	-0.049707
contig_1888_segment0	10485	13554	-0.191435	-0.717910	-0.218381	-0.080957
contig_1888_segment0	13043	14232	-0.147740	-3.244403	-0.282820	-0.060527
contig_1888_segment0	13557	23823	-0.104966	-0.640640	-0.165786	-0.038506
contig_1888_segment0	14239	45947	-0.081007	-0.140958	-0.062409	-0.025437
contig_1888_segment0	23840	55107	0.010665	0.011902	0.006593	-0.003698
contig_1888_segment0	45971	61014	0.035983	0.041253	0.025138	-0.010771
contig_1888_segment0	55112	73974	0.168484	0.152073	0.106184	0.050200
contig_1888_segment0	61057	94486	0.121222	0.125794	0.075088	0.052115
contig_1888_segment0	73975	111603	-0.094431	-0.125378	-0.053247	-0.045696
contig_1888_segment0	94495	118759	-0.114524	-0.198015	-0.078302	-0.047828
contig_1888_segment0	111605	122143	-0.141972	-0.700173	-0.162756	-0.062472
contig_1888_segment0	118760	122591	-0.077903	-0.465104	-0.110845	-0.031591
contig_1888_segment0	122154	131534	0.013885	0.041407	0.019939	0.020355
contig_1888_segment0	122609	156763	-0.027919	-0.041397	-0.023467	-0.005840
contig_1888_segment0	134107	175863	-0.070111	-0.079081	-0.040719	-0.019189
contig_1888_segment0	156793	176864	-0.058295	-0.143638	-0.057353	-0.009878
contig_1888_segment0	175864	184692	0.022953	0.084371	0.033821	0.011142
