chr	windowStart	windowEnd	D	f_d	f_dM	d_f
contig_1888_segment0	13201	156778	-0.024656	-0.030681	-0.017341	-0.012738
contig_1888_segment0	156780	276301	0.004508	0.005850	0.003415	0.005132
contig_1888_segment0	276302	348181	-0.014599	-0.030338	-0.016050	-0.018611
contig_1888_segment0	348203	413659	0.002854	0.006865	0.003893	0.004049
contig_1888_segment0	413661	548324	-0.030808	-0.055600	-0.029075	-0.015526
contig_1888_segment0	548341	703036	-0.022414	-0.027853	-0.018185	-0.011794
contig_1888_segment0	703911	844277	-0.025159	-0.028081	-0.016342	-0.006744
contig_1888_segment0	844284	908451	0.018087	0.024690	0.013740	0.001034
contig_1888_segment0	908464	924154	-0.006610	-0.023517	-0.011741	-0.003409
contig_1888_segment0	924156	1006328	0.100421	0.167505	0.076519	0.024690
contig_1888_segment0	1006334	1057970	0.048588	0.092694	0.051851	0.025050
contig_1888_segment0	1057976	1195711	-0.003768	-0.002373	-0.001656	-0.008502
contig_1888_segment0	1195726	1275089	0.249442	0.433473	0.224144	0.130970
contig_1888_segment0	1275099	1432671	0.109157	0.085551	0.047681	0.055553
contig_1888_segment0	1432740	1617886	0.127893	0.112380	0.057760	0.078749
contig_1888_segment0	1617973	1878795	0.217596	0.200248	0.114357	0.138918
contig_1888_segment0	1878799	2027880	0.006780	0.008115	0.003906	0.007255
contig_1888_segment0	2027962	2129054	-0.002867	-0.003667	-0.001690	-0.002510
contig_1888_segment0	2132153	2325418	-0.249082	-0.229515	-0.130441	-0.156470
contig_1888_segment0	2326111	2430953	-0.046223	-0.062141	-0.029294	-0.029210
contig_1888_segment0	2430984	2590314	-0.048898	-0.061669	-0.029351	-0.029844
contig_1888_segment0	2590558	2687189	0.062165	0.072062	0.036394	0.042799
contig_1888_segment0	2687203	2789023	0.152691	0.165779	0.087567	0.090464
contig_1888_segment0	2789151	2854905	0.112900	0.129054	0.067805	0.077250
contig_1888_segment0	2855454	2917172	0.088199	0.098364	0.050349	0.050967
contig_1888_segment0	2917181	2979836	-0.067142	-0.081430	-0.037696	-0.030028
contig_1888_segment0	2980128	3054866	0.087014	0.105913	0.055140	0.057122
contig_1888_segment0	3054883	3115475	-0.002249	-0.002650	-0.001357	0.001711
contig_1888_segment0	3115481	3168053	-0.036936	-0.053348	-0.026392	-0.020193
contig_1888_segment0	3168143	3211902	0.038729	0.048300	0.026310	0.032993
contig_1888_segment0	3211923	3297235	0.115935	0.135284	0.063254	0.073629
contig_1888_segment0	3297330	3397652	0.170318	0.161157	0.082960	0.089964
contig_1888_segment0	3397762	3506899	0.017713	0.020451	0.010437	0.021308
contig_1888_segment0	3506988	3606932	0.073909	0.075390	0.042127	0.045922
contig_1888_segment0	3607409	3766366	0.125001	0.098790	0.057542	0.095899
contig_1888_segment0	3766865	3851071	0.158980	0.186156	0.090269	0.088259
contig_1888_segment0	3851191	3942531	0.308373	0.333528	0.194363	0.212676
contig_1888_segment0	3942544	4005620	0.204202	0.268612	0.141588	0.118702
contig_1888_segment0	4005637	4112968	0.020525	0.023984	0.009859	0.013145
contig_1888_segment0	4113091	4163466	0.036266	0.048423	0.023875	0.027131
contig_1888_segment0	4163490	4218336	-0.083238	-0.142753	-0.060287	-0.048434
