chr	windowStart	windowEnd	D	f_d	f_dM	d_f
contig_1888_segment0	13557	176864	-0.036364	-0.066450	-0.031544	-0.015967
contig_1888_segment0	176866	303806	-0.027819	-0.050248	-0.025188	-0.012998
contig_1888_segment0	303807	350475	0.017214	0.053187	0.027380	0.004281
contig_1888_segment0	350479	469793	-0.033512	-0.086936	-0.041808	-0.017916
contig_1888_segment0	469798	592841	-0.030912	-0.095162	-0.043747	-0.017023
contig_1888_segment0	592946	836309	0.176181	0.235699	0.121689	0.073885
contig_1888_segment0	836315	885798	-0.052029	-0.185669	-0.072636	-0.022825
contig_1888_segment0	885801	922225	-0.038159	-0.137779	-0.054513	-0.016032
contig_1888_segment0	922227	1001284	-0.097657	-0.283742	-0.104313	-0.042588
contig_1888_segment0	1001285	1056512	-0.082757	-0.435849	-0.128809	-0.031775
contig_1888_segment0	1056515	1133473	0.129657	0.219552	0.128399	0.049016
contig_1888_segment0	1133549	1275473	-0.123305	-0.102607	-0.064912	-0.055179
contig_1888_segment0	1275490	1434440	0.084316	0.057755	0.033219	0.038941
contig_1888_segment0	1434444	1727455	0.156569	0.056171	0.037041	0.079032
contig_1888_segment0	1728243	1919482	-0.006928	-0.004660	-0.002651	0.000823
contig_1888_segment0	1919547	2054503	-0.037891	-0.029715	-0.015577	-0.022928
contig_1888_segment0	2054511	2244398	-0.034600	-0.022326	-0.013438	-0.020894
contig_1888_segment0	2244480	2383168	-0.053634	-0.042871	-0.021148	-0.023046
contig_1888_segment0	2383196	2500138	-0.041870	-0.045639	-0.022004	-0.020916
contig_1888_segment0	2500222	2631744	0.079784	0.065178	0.034731	0.032412
contig_1888_segment0	2632626	2746654	0.028961	0.027555	0.013420	0.013686
contig_1888_segment0	2746675	2824963	0.018746	0.019601	0.010303	0.014789
contig_1888_segment0	2825041	2884750	-0.053440	-0.080540	-0.030260	-0.016665
contig_1888_segment0	2884762	2944353	-0.019965	-0.024393	-0.011428	-0.013694
contig_1888_segment0	2944360	3016159	-0.070634	-0.077316	-0.036383	-0.015043
contig_1888_segment0	3016161	3081270	-0.021413	-0.021583	-0.010860	-0.007627
contig_1888_segment0	3081301	3138572	0.000517	0.000737	0.000324	-0.007199
contig_1888_segment0	3138659	3188753	0.055582	0.077190	0.038892	0.035371
contig_1888_segment0	3188797	3243149	0.038776	0.047445	0.022228	0.031171
contig_1888_segment0	3243235	3333860	-0.057131	-0.066736	-0.027400	-0.025930
contig_1888_segment0	3334022	3433910	-0.008445	-0.007383	-0.003373	-0.003150
contig_1888_segment0	3433950	3552810	0.025853	0.022322	0.011999	0.017992
contig_1888_segment0	3553000	3682062	0.095136	0.100054	0.050845	0.052191
contig_1888_segment0	3683527	3796815	-0.025858	-0.020077	-0.010600	-0.009358
contig_1888_segment0	3796933	3882157	0.042091	0.044853	0.021403	0.023233
contig_1888_segment0	3882392	3966597	0.027567	0.028220	0.014865	0.014949
contig_1888_segment0	3966598	4055458	-0.192726	-0.194662	-0.086078	-0.093321
contig_1888_segment0	4056617	4128520	-0.161533	-0.237119	-0.096207	-0.072951
contig_1888_segment0	4128527	4184420	-0.005723	-0.006929	-0.003347	-0.000875
contig_1888_segment0	4184485	4245813	-0.046801	-0.055828	-0.026151	-0.025591
contig_1888_segment0	4245817	4307254	-0.006860	-0.007997	-0.003748	0.003093
contig_1888_segment0	4307260	4378084	0.156263	0.153198	0.074551	0.070874
contig_1888_segment0	4378207	4460717	0.008221	0.008213	0.004014	0.002007
contig_1888_segment0	4460801	4549355	-0.079165	-0.071037	-0.034931	-0.040026
contig_1888_segment0	4549477	4634038	-0.051222	-0.060837	-0.024355	-0.029050
contig_1888_segment0	4634128	4729714	0.064348	0.074440	0.035645	0.029003
contig_1888_segment0	4730078	4806794	-0.108207	-0.119256	-0.054953	-0.048447
contig_1888_segment0	4806906	4849132	-0.063514	-0.114844	-0.041826	-0.030485
contig_1888_segment0	4849288	4917721	0.002114	0.002719	0.001158	0.008936
contig_1888_segment0	4917723	4976976	0.062123	0.067513	0.035685	0.029084
contig_1888_segment0	4977094	5055779	-0.058966	-0.059325	-0.029179	-0.030670
contig_1888_segment0	5055792	5113318	0.020326	0.025747	0.010549	0.010639
contig_1888_segment0	5113422	5183242	-0.020695	-0.021241	-0.009977	-0.010864
contig_1888_segment0	5183273	5253206	0.076039	0.087548	0.038135	0.047015
contig_1888_segment0	5253324	5324223	-0.041137	-0.049074	-0.022610	-0.009204
contig_1888_segment0	5324248	5375404	-0.015369	-0.025759	-0.010058	-0.003925
contig_1888_segment0	5375602	5448550	-0.028127	-0.035788	-0.017177	-0.026919
contig_1888_segment0	5448618	5496654	0.101654	0.133213	0.059115	0.046469
contig_1888_segment0	5496962	5548640	0.043000	0.052319	0.023913	0.024459
contig_1888_segment0	5548693	5600236	0.054691	0.063024	0.031382	0.029179
contig_1888_segment0	5600237	5655776	0.077250	0.099633	0.042535	0.050196
contig_1888_segment0	5655821	5722777	-0.040488	-0.049635	-0.022133	-0.022214
contig_1888_segment0	5723091	5790969	-0.045662	-0.053379	-0.025155	-0.025171
contig_1888_segment0	5790974	5887492	-0.006167	-0.006242	-0.002827	-0.006834
contig_1888_segment0	5887509	6003625	-0.143039	-0.124632	-0.057878	-0.068462
contig_1888_segment0	6003712	6071481	-0.137445	-0.211857	-0.078975	-0.077257
contig_1888_segment0	6071661	6147338	0.017873	0.018279	0.007785	0.011340
contig_1888_segment0	6147339	6208632	-0.043817	-0.072310	-0.027696	-0.024472
contig_1888_segment0	6208636	6261384	-0.004369	-0.005160	-0.002505	-0.014588
contig_1888_segment0	6261440	6344684	-0.013900	-0.016554	-0.007294	-0.009997
contig_1888_segment0	6344691	6413029	0.028782	0.039572	0.017280	0.009397
contig_1888_segment0	6413368	6494958	-0.053957	-0.060258	-0.027059	-0.023561
contig_1888_segment0	6494969	6584086	0.069711	0.078174	0.029850	0.021561
contig_1888_segment0	6584199	6686776	-0.047845	-0.041021	-0.020730	-0.028618
contig_1888_segment0	6686789	6786566	0.053298	0.054722	0.029135	0.028349
contig_1888_segment0	6786768	6868967	-0.011303	-0.011113	-0.005614	0.001841
contig_1888_segment0	6869142	6935163	0.049782	0.046635	0.025115	0.026154
contig_1888_segment0	6935192	7014172	-0.194496	-0.233030	-0.097520	-0.108445
contig_1888_segment0	7014192	7089847	-0.035739	-0.037864	-0.016078	-0.014887
contig_1888_segment0	7089875	7147146	-0.017748	-0.017650	-0.007990	-0.009727
contig_1888_segment0	7147185	7198196	0.067482	0.064309	0.035431	0.039683
contig_1888_segment0	7198200	7247034	0.021614	0.024497	0.012130	0.012280
contig_1888_segment0	7247100	7305391	-0.012806	-0.014962	-0.006968	-0.010047
contig_1888_segment0	7305451	7346090	0.035025	0.048078	0.018122	0.028420
contig_1888_segment0	7346214	7399376	-0.076120	-0.087078	-0.040454	-0.038064
contig_1888_segment0	7399390	7438694	0.092099	0.108736	0.052805	0.049185
contig_1888_segment0	7438695	7487861	-0.042340	-0.046828	-0.021605	-0.022664
contig_1888_segment0	7487899	7531164	0.005584	0.006125	0.002895	0.009245
contig_1888_segment0	7531191	7569097	-0.088218	-0.134508	-0.044837	-0.040441
contig_1888_segment0	7569111	7611525	0.049196	0.056021	0.024549	0.019032
contig_1888_segment0	7611613	7653572	0.049119	0.054333	0.025004	0.029114
contig_1888_segment0	7653586	7696221	0.039629	0.053438	0.023511	0.024470
contig_1888_segment0	7696225	7740446	-0.001157	-0.001610	-0.000608	-0.007448
contig_1888_segment0	7740448	7775751	-0.070639	-0.091920	-0.041434	-0.037910
contig_1888_segment0	7775792	7813978	0.046723	0.067303	0.030209	0.025007
contig_1888_segment0	7813984	7862658	0.038993	0.049120	0.020534	0.018809
contig_1888_segment0	7862672	7909687	-0.035603	-0.046348	-0.018458	-0.022472
contig_1888_segment0	7909805	7956845	-0.087688	-0.128171	-0.046572	-0.042661
contig_1888_segment0	7956899	8000312	-0.074269	-0.117362	-0.044669	-0.035997
contig_1888_segment0	8000326	8051455	-0.046836	-0.065140	-0.026936	-0.026665
contig_1888_segment0	8051497	8099408	-0.073316	-0.098328	-0.043997	-0.038886
contig_1888_segment0	8099444	8149788	-0.025582	-0.033531	-0.014223	-0.009315
contig_1888_segment0	8149817	8197206	-0.109651	-0.189539	-0.063085	-0.039469
contig_1888_segment0	8197363	8243884	0.000916	0.000993	0.000468	0.011238
contig_1888_segment0	8243891	8285637	-0.077710	-0.099621	-0.042007	-0.026983
contig_1888_segment0	8285642	8333795	-0.007794	-0.010620	-0.004667	-0.010742
contig_1888_segment0	8333805	8391874	0.078677	0.080616	0.038660	0.040598
contig_1888_segment0	8391882	8444070	-0.046801	-0.062874	-0.029523	-0.018305
contig_1888_segment0	8444092	8505690	-0.020887	-0.028807	-0.010815	-0.008433
contig_1888_segment0	8505866	8568407	0.011100	0.013522	0.006018	0.001721
contig_1888_segment0	8568451	8620881	0.001645	0.001953	0.000971	0.003056
contig_1888_segment0	8620882	8678580	0.076973	0.092243	0.042718	0.046098
contig_1888_segment0	8678669	8733314	0.069997	0.082082	0.039849	0.040268
contig_1888_segment0	8733336	8800283	-0.031057	-0.047117	-0.018404	-0.008085
contig_1888_segment0	8800306	8891314	0.032838	0.035034	0.015610	0.028955
contig_1888_segment0	8891335	8974702	-0.069447	-0.075895	-0.036301	-0.031839
contig_1888_segment0	8974835	9051483	-0.031468	-0.032133	-0.015489	-0.007651
contig_1888_segment0	9051507	9133757	-0.017073	-0.018813	-0.008282	-0.007484
contig_1888_segment0	9133811	9246899	-0.142103	-0.133964	-0.068413	-0.058470
contig_1888_segment0	9246900	9323396	-0.027315	-0.027122	-0.012620	-0.005579
contig_1888_segment0	9323433	9465463	-0.111533	-0.118861	-0.052730	-0.052080
contig_1888_segment0	9465656	9572139	0.003934	0.004689	0.001938	0.005936
contig_1888_segment0	9572600	9675800	-0.015486	-0.017138	-0.007557	-0.005545
contig_1888_segment0	9675806	9765330	0.006301	0.006248	0.003308	0.007123
contig_1888_segment0	9765412	9842248	-0.098365	-0.103928	-0.040801	-0.043428
contig_1888_segment0	9842268	9910354	-0.045773	-0.054100	-0.022828	-0.015562
contig_1888_segment0	9910372	9975259	0.015024	0.016349	0.007585	0.004828
contig_1888_segment0	9975288	10035034	0.008460	0.010624	0.004578	0.006961
contig_1888_segment0	10035101	10125936	0.063079	0.069585	0.033794	0.039102
contig_1888_segment0	10126086	10240535	0.014664	0.014471	0.007215	0.009640
contig_1888_segment0	10240566	10346872	0.057796	0.058848	0.027635	0.033537
contig_1888_segment0	10347001	10478049	-0.088186	-0.074356	-0.037282	-0.047222
contig_1888_segment0	10478052	10559022	-0.034803	-0.043658	-0.017118	-0.014495
contig_1888_segment0	10559030	10615658	-0.036579	-0.046997	-0.020304	-0.015654
