chr	windowStart	windowEnd	D	f_d	f_dM	d_f
contig_1888_segment0	158	1212	0.050783	0.228689	0.131601	0.020769
contig_1888_segment0	415	1720	0.135281	0.405348	0.251139	0.059780
contig_1888_segment0	1249	2255	0.252292	0.635121	0.457390	0.139094
contig_1888_segment0	1722	3422	0.210232	0.474574	0.363594	0.121727
contig_1888_segment0	2304	4055	0.076792	0.249949	0.163144	0.047308
contig_1888_segment0	3454	4734	0.074386	0.363062	0.218911	0.043022
contig_1888_segment0	4063	5397	-0.004238	-0.024271	-0.008213	0.001428
contig_1888_segment0	4745	5986	0.104633	0.289943	0.149598	0.088811
contig_1888_segment0	5400	7461	0.340666	0.586954	0.443618	0.227723
contig_1888_segment0	5987	8033	0.303916	0.674193	0.449484	0.164940
contig_1888_segment0	7463	8394	0.032165	0.243661	0.080499	0.011610
contig_1888_segment0	8042	11879	0.114740	0.292501	0.172852	0.032507
contig_1888_segment0	8409	13288	0.240895	0.326190	0.227825	0.114944
contig_1888_segment0	11903	13639	0.140823	0.278770	0.175262	0.067565
contig_1888_segment0	13290	14278	0.046458	0.256131	0.128894	0.014613
contig_1888_segment0	13647	23951	0.027566	0.099186	0.037295	0.004226
contig_1888_segment0	14291	46773	0.309158	0.390216	0.181278	0.148588
contig_1888_segment0	23965	55071	0.374908	0.405158	0.211997	0.198217
contig_1888_segment0	46813	60936	0.107515	0.139399	0.083684	0.047953
contig_1888_segment0	55090	71259	0.346992	0.343564	0.229648	0.149552
contig_1888_segment0	60941	94321	0.576728	0.534451	0.338829	0.329197
contig_1888_segment0	72084	104749	0.438493	0.487982	0.268288	0.218099
contig_1888_segment0	94338	111914	0.334893	0.464324	0.240371	0.158593
contig_1888_segment0	107562	119086	0.390350	0.510892	0.323361	0.174313
contig_1888_segment0	114901	122373	0.160535	0.312901	0.195971	0.049850
contig_1888_segment0	119087	123784	0.095661	0.239750	0.140640	0.040322
contig_1888_segment0	122374	151431	0.252734	0.271686	0.145906	0.118690
contig_1888_segment0	123788	157306	0.303510	0.308737	0.164934	0.147151
contig_1888_segment0	151436	175851	0.235151	0.289988	0.146416	0.112475
contig_1888_segment0	157314	176285	0.075324	0.155153	0.065761	0.040029
contig_1888_segment0	175863	184348	0.203876	0.457006	0.271245	0.094174
contig_1888_segment0	176297	185040	0.413289	0.467489	0.344760	0.241138
contig_1888_segment0	184351	198717	0.425122	0.391909	0.290334	0.225267
contig_1888_segment0	185048	204968	0.250497	0.301400	0.178661	0.104610
contig_1888_segment0	198718	211396	-0.013816	-0.027572	-0.009814	-0.044398
contig_1888_segment0	205643	239224	0.179553	0.116168	0.060802	0.050081
contig_1888_segment0	211406	239899	0.174384	0.118585	0.070643	0.064813
contig_1888_segment0	239233	246885	0.073772	0.168486	0.093227	0.022596
contig_1888_segment0	239904	254729	0.225246	0.398957	0.267659	0.087193
contig_1888_segment0	247923	255344	0.172756	0.343381	0.265492	0.062530
contig_1888_segment0	254730	263550	0.086904	0.122599	0.073335	0.037148
contig_1888_segment0	255349	265877	0.122058	0.149247	0.082839	0.061696
contig_1888_segment0	263561	272683	0.182468	0.243587	0.151884	0.076541
contig_1888_segment0	265880	298656	0.412132	0.390938	0.253577	0.194487
contig_1888_segment0	276254	301444	0.340013	0.426389	0.246476	0.148593
contig_1888_segment0	298663	303629	0.058501	0.175650	0.081893	0.019914
contig_1888_segment0	302336	303926	-0.030240	-0.215912	-0.089837	-0.003141
contig_1888_segment0	303640	304201	0.023461	0.131582	0.072359	0.014140
contig_1888_segment0	303935	314503	0.292513	0.603662	0.327454	0.131004
contig_1888_segment0	304205	319663	0.281310	0.506808	0.243290	0.116682
contig_1888_segment0	314515	323692	0.106422	0.151270	0.090463	0.025986
contig_1888_segment0	319674	338826	0.334028	0.330783	0.212898	0.139771
contig_1888_segment0	323721	339629	0.280393	0.396103	0.242077	0.117643
contig_1888_segment0	338828	342382	0.038273	0.183072	0.110921	0.008939
contig_1888_segment0	339639	344224	0.140965	0.308235	0.214672	0.037104
contig_1888_segment0	342383	346984	0.113887	0.182729	0.117677	0.030942
contig_1888_segment0	344225	348113	0.057352	0.122462	0.075681	0.010735
contig_1888_segment0	347003	348463	0.047236	0.208461	0.128172	0.007426
contig_1888_segment0	348115	348890	-0.048639	-0.755556	-0.114299	-0.014967
contig_1888_segment0	348466	349274	-0.021428	-0.172780	-0.043462	0.001385
contig_1888_segment0	348895	349803	0.029343	0.125258	0.065502	0.020244
