chr	windowStart	windowEnd	D	f_d	f_dM	d_f
contig_1888_segment0	60935	507502	-0.009659	-0.016189	-0.009137	-0.006027
contig_1888_segment0	263271	741269	-0.006929	-0.011546	-0.006582	-0.006583
contig_1888_segment0	350109	874010	-0.025181	-0.037489	-0.021656	-0.011732
contig_1888_segment0	507503	924154	-0.009978	-0.014931	-0.008599	-0.006233
contig_1888_segment0	741270	1048516	0.025154	0.040390	0.021583	0.005549
contig_1888_segment0	874026	1123086	0.031575	0.047582	0.026916	0.008551
contig_1888_segment0	924156	1311608	0.093941	0.109466	0.064474	0.036613
contig_1888_segment0	1048520	1541638	0.141333	0.138928	0.080495	0.067978
contig_1888_segment0	1124160	1889340	0.177419	0.162899	0.090921	0.101580
contig_1888_segment0	1311711	2061314	0.120104	0.118723	0.061375	0.068331
contig_1888_segment0	1541641	2325418	-0.011884	-0.012090	-0.006354	-0.009321
contig_1888_segment0	1889354	2488747	-0.081641	-0.093083	-0.047057	-0.049473
contig_1888_segment0	2061334	2675161	-0.075457	-0.085171	-0.043015	-0.045503
contig_1888_segment0	2326111	2803959	0.026350	0.031567	0.015841	0.015229
contig_1888_segment0	2488892	2900519	0.077011	0.089806	0.044851	0.048662
contig_1888_segment0	2675162	2992449	0.081950	0.092824	0.047686	0.053223
contig_1888_segment0	2804009	3087995	0.066078	0.076239	0.038660	0.044866
contig_1888_segment0	2900790	3168053	0.015058	0.018412	0.009307	0.011609
contig_1888_segment0	2992451	3234910	0.052957	0.067879	0.034515	0.033500
contig_1888_segment0	3088094	3386442	0.051034	0.064009	0.030963	0.029201
contig_1888_segment0	3168143	3540140	0.080606	0.089959	0.045796	0.054407
contig_1888_segment0	3235099	3731451	0.086966	0.084881	0.045487	0.056795
contig_1888_segment0	3386483	3865980	0.083610	0.081007	0.044192	0.058550
contig_1888_segment0	3540350	3978374	0.179164	0.182000	0.100538	0.115157
contig_1888_segment0	3731457	4112968	0.163975	0.190003	0.094235	0.103576
contig_1888_segment0	3866078	4184311	0.149714	0.188521	0.092406	0.090848
contig_1888_segment0	3978408	4266362	0.027625	0.036643	0.016602	0.016210
contig_1888_segment0	4113091	4370495	-0.004963	-0.006624	-0.003087	0.000222
contig_1888_segment0	4184313	4472405	0.027400	0.031812	0.016033	0.017692
contig_1888_segment0	4266634	4613176	0.037714	0.038627	0.020075	0.022723
contig_1888_segment0	4370497	4744061	0.039100	0.037968	0.020304	0.020816
contig_1888_segment0	4472406	4833060	0.018871	0.018543	0.009581	0.009466
contig_1888_segment0	4613364	4916491	0.031364	0.033938	0.016818	0.019307
contig_1888_segment0	4744490	5010159	0.089648	0.096168	0.049379	0.051473
contig_1888_segment0	4833061	5107909	0.072612	0.079515	0.040894	0.041961
contig_1888_segment0	4916492	5208649	0.067279	0.072358	0.037274	0.036805
contig_1888_segment0	5010237	5316404	0.035926	0.038455	0.019679	0.023785
contig_1888_segment0	5107913	5405612	0.043086	0.047426	0.024185	0.026492
contig_1888_segment0	5208984	5492412	-0.022771	-0.026119	-0.013664	-0.012424
contig_1888_segment0	5316558	5560216	-0.012649	-0.015610	-0.007785	-0.008122
contig_1888_segment0	5405709	5647426	0.026468	0.030879	0.015801	0.019050
contig_1888_segment0	5492459	5744271	0.081936	0.092121	0.047084	0.049788
contig_1888_segment0	5560329	5870421	0.057454	0.061400	0.032225	0.033384
contig_1888_segment0	5647590	6020519	-0.050391	-0.055943	-0.027455	-0.041220
contig_1888_segment0	5744282	6135785	-0.003509	-0.003698	-0.001824	-0.008002
contig_1888_segment0	5870804	6222901	-0.003924	-0.004233	-0.002073	-0.006898
contig_1888_segment0	6020694	6313849	0.062676	0.069902	0.034792	0.034699
contig_1888_segment0	6136067	6427101	0.022150	0.026013	0.013130	0.009246
contig_1888_segment0	6223453	6544718	0.012604	0.014634	0.007210	0.004427
contig_1888_segment0	6313917	6687246	0.036867	0.040564	0.019849	0.017939
contig_1888_segment0	6427128	6806811	0.061377	0.068269	0.033622	0.035002
contig_1888_segment0	6544772	6919456	0.090688	0.101627	0.050980	0.053469
contig_1888_segment0	6687413	7014069	0.057461	0.067581	0.033359	0.033488
contig_1888_segment0	6806987	7110393	0.038656	0.046706	0.020838	0.022109
contig_1888_segment0	6919482	7181503	0.049216	0.063156	0.027157	0.029038
contig_1888_segment0	7014096	7248915	0.107458	0.133754	0.062372	0.065059
contig_1888_segment0	7110399	7319343	0.088919	0.110326	0.054418	0.052669
contig_1888_segment0	7181554	7387921	0.059137	0.075037	0.036120	0.036831
contig_1888_segment0	7248979	7453417	0.037761	0.048574	0.022699	0.025265
contig_1888_segment0	7319351	7521466	0.088641	0.110377	0.053031	0.058237
contig_1888_segment0	7387924	7578925	0.062522	0.083934	0.036807	0.039014
contig_1888_segment0	7453440	7636025	0.065372	0.090615	0.038573	0.039647
contig_1888_segment0	7521811	7699232	0.035775	0.051390	0.021444	0.022871
contig_1888_segment0	7579005	7758120	0.048710	0.066079	0.029615	0.030185
contig_1888_segment0	7636114	7816706	0.074622	0.095846	0.044817	0.046531
contig_1888_segment0	7699304	7883159	0.074986	0.096275	0.044376	0.046207
contig_1888_segment0	7758148	7953501	0.084324	0.104757	0.047875	0.048861
contig_1888_segment0	7816798	8030018	0.042131	0.052566	0.023459	0.022703
contig_1888_segment0	7883207	8100900	0.020106	0.025389	0.011461	0.005444
contig_1888_segment0	7953506	8168458	0.015631	0.019878	0.009243	0.005722
contig_1888_segment0	8030096	8238617	0.022718	0.029397	0.013763	0.012851
contig_1888_segment0	8101359	8302967	0.030953	0.039177	0.018105	0.020674
contig_1888_segment0	8168460	8372552	0.047149	0.059152	0.027205	0.028351
contig_1888_segment0	8238623	8453408	0.067101	0.082449	0.038727	0.036342
contig_1888_segment0	8303082	8543123	0.068937	0.083659	0.039886	0.038889
contig_1888_segment0	8372640	8620881	0.065672	0.079135	0.039621	0.040531
contig_1888_segment0	8453449	8700433	0.069858	0.086954	0.042394	0.045336
contig_1888_segment0	8543134	8780413	0.110296	0.138341	0.067570	0.070020
contig_1888_segment0	8620882	8899018	0.166729	0.209494	0.098763	0.104882
contig_1888_segment0	8700632	9016743	0.162236	0.196663	0.094506	0.100538
contig_1888_segment0	8780594	9115827	0.144697	0.175399	0.084949	0.092213
contig_1888_segment0	8899394	9267974	0.083476	0.093165	0.046734	0.054295
contig_1888_segment0	9016932	9438428	0.074266	0.078675	0.039336	0.050005
contig_1888_segment0	9115831	9610986	0.089139	0.087566	0.043636	0.060207
contig_1888_segment0	9268006	9754882	0.098457	0.105662	0.052006	0.065166
contig_1888_segment0	9438560	9854705	0.115982	0.132890	0.062680	0.073048
contig_1888_segment0	9611179	9949722	0.082849	0.099030	0.047146	0.052076
contig_1888_segment0	9754898	10045897	0.097302	0.109307	0.052309	0.058432
contig_1888_segment0	9854861	10161293	0.081787	0.090175	0.045983	0.052352
contig_1888_segment0	9949752	10319290	0.107328	0.118945	0.060567	0.067707
contig_1888_segment0	10046108	10477937	0.089832	0.103519	0.050286	0.057501
contig_1888_segment0	10162600	10581833	0.049781	0.056778	0.026650	0.033263
contig_1888_segment0	10319439	10665948	0.023961	0.029103	0.013178	0.015225
contig_1888_segment0	10477938	10749026	-0.003557	-0.004092	-0.001975	-0.002120
contig_1888_segment0	10581940	10832107	0.004494	0.005315	0.002540	-0.000850
contig_1888_segment0	10665955	10914053	0.008017	0.009065	0.004470	0.001457
contig_1888_segment0	10749082	11037619	-0.001031	-0.001180	-0.000572	-0.002949
contig_1888_segment0	10832427	11499539	-0.014788	-0.013398	-0.007030	-0.010415
contig_1888_segment0	10914176	11615018	-0.024506	-0.025465	-0.013384	-0.015796
contig_235_segment0	5614	57110	-0.001781	-0.008150	-0.003608	-0.003466
contig_235_segment0	13636	66274	0.013724	0.058687	0.028359	0.007139
contig_235_segment0	41542	80157	0.024676	0.096463	0.050617	0.010153
contig_235_segment0	57115	93047	0.015122	0.064042	0.032155	0.006896
contig_235_segment0	66275	115951	0.002124	0.008495	0.003928	-0.001771
contig_235_segment0	80168	132271	-0.015144	-0.066469	-0.029668	-0.007095
contig_235_segment0	93060	144575	-0.017262	-0.084540	-0.035145	-0.006602
scaffold_335_segment0	132286	171641	-0.021976	-0.062882	-0.032721	-0.008774
scaffold_335_segment0	144576	306225	-0.014704	-0.028400	-0.017199	-0.006408
scaffold_335_segment0	2460	480503	-0.011707	-0.014508	-0.009457	-0.004259
scaffold_335_segment0	171648	951500	0.017863	0.012880	0.007985	0.006320
scaffold_335_segment0	306231	1189719	-0.023499	-0.014608	-0.008594	-0.016908
