chr	windowStart	windowEnd	D	f_d	f_dM	d_f
contig_1888_segment0	6169	176889	-0.029680	-0.043541	-0.023556	-0.009845
contig_1888_segment0	60935	261034	-0.005117	-0.006171	-0.003613	-0.000590
contig_1888_segment0	176919	330318	-0.002324	-0.003368	-0.001978	-0.005021
contig_1888_segment0	263271	350064	-0.008396	-0.018780	-0.009960	-0.009873
contig_1888_segment0	330330	413659	-0.002066	-0.005267	-0.002760	-0.002684
contig_1888_segment0	350109	507502	-0.014647	-0.027844	-0.015688	-0.007192
contig_1888_segment0	413661	577593	-0.035760	-0.072997	-0.038447	-0.017712
contig_1888_segment0	507503	741269	0.002058	0.002552	0.001521	-0.003207
contig_1888_segment0	577612	840332	-0.027139	-0.025763	-0.015854	-0.010505
contig_1888_segment0	741270	874010	-0.064167	-0.093915	-0.053334	-0.027754
contig_1888_segment0	840336	917679	0.016398	0.025338	0.014180	0.003848
contig_1888_segment0	874026	924154	0.030054	0.058064	0.032342	0.009534
contig_1888_segment0	917701	981076	0.070150	0.158297	0.077934	0.020792
contig_1888_segment0	924156	1048516	0.100994	0.151385	0.074624	0.031071
contig_1888_segment0	981080	1060557	0.037239	0.072738	0.037815	0.013609
contig_1888_segment0	1048520	1123086	-0.032741	-0.041444	-0.026852	-0.012524
contig_1888_segment0	1060561	1270990	0.203924	0.154457	0.101495	0.097574
contig_1888_segment0	1124160	1311608	0.185568	0.177035	0.108305	0.095269
contig_1888_segment0	1270993	1432671	0.066112	0.069841	0.037080	0.031494
contig_1888_segment0	1311711	1541638	0.226443	0.196185	0.103414	0.128038
contig_1888_segment0	1432740	1750149	0.192024	0.165060	0.091325	0.118227
contig_1888_segment0	1541641	1889340	0.125853	0.118091	0.064793	0.080627
contig_1888_segment0	1750695	2022181	0.060427	0.064805	0.032275	0.032068
contig_1888_segment0	1889354	2061314	-0.012180	-0.015732	-0.007155	-0.008926
contig_1888_segment0	2022384	2207380	-0.077151	-0.093749	-0.046184	-0.041355
contig_1888_segment0	2061334	2325418	-0.171313	-0.159493	-0.088415	-0.105246
contig_1888_segment0	2207590	2406041	-0.112106	-0.115395	-0.060775	-0.073281
contig_1888_segment0	2326111	2488747	-0.056015	-0.071894	-0.035612	-0.035531
contig_1888_segment0	2406066	2598652	-0.079958	-0.112797	-0.052421	-0.044803
contig_1888_segment0	2488892	2675161	-0.006568	-0.008027	-0.003723	-0.001989
contig_1888_segment0	2599283	2748390	0.097341	0.114530	0.057683	0.058507
contig_1888_segment0	2675162	2803959	0.137086	0.151646	0.082970	0.081065
contig_1888_segment0	2748769	2854905	0.146034	0.153829	0.082940	0.098930
contig_1888_segment0	2804009	2900519	0.099155	0.116807	0.057082	0.069533
contig_1888_segment0	2855454	2945475	0.011771	0.012447	0.006395	0.007387
