chr	windowStart	windowEnd	D	f_d	f_dM	d_f
contig_1888_segment0	759043	2500138	-0.003224	-0.002937	-0.001638	-0.003404
contig_1888_segment0	1335926	3058727	0.006805	0.005520	0.002931	0.003612
contig_1888_segment0	2500222	3582078	0.003717	0.004029	0.001923	0.005388
contig_1888_segment0	3058790	4184420	-0.012077	-0.012914	-0.006179	-0.002374
contig_1888_segment0	3582091	4704151	-0.017898	-0.018727	-0.008942	-0.007805
contig_1888_segment0	4184485	5137772	-0.004196	-0.004744	-0.002184	-0.001940
contig_1888_segment0	4704193	5548640	0.000215	0.000265	0.000119	0.001628
contig_1888_segment0	5137780	6046534	-0.010619	-0.012632	-0.005700	-0.004159
contig_1888_segment0	5548693	6520310	-0.019426	-0.022921	-0.010157	-0.010305
contig_1888_segment0	6046823	7089847	-0.018193	-0.020107	-0.009156	-0.009400
contig_1888_segment0	6520313	7426315	-0.007928	-0.008458	-0.003985	-0.001908
contig_1888_segment0	7089875	7710417	0.009163	0.010614	0.004804	0.006608
contig_1888_segment0	7426386	8000312	-0.012433	-0.015973	-0.006699	-0.006037
contig_1888_segment0	7710444	8318209	-0.039906	-0.054314	-0.022399	-0.018603
contig_1888_segment0	8000326	8700032	-0.015368	-0.019547	-0.008566	-0.004821
contig_1888_segment0	8318315	9246899	-0.006982	-0.008078	-0.003704	0.001571
contig_1888_segment0	8700071	9888068	-0.035820	-0.038956	-0.017669	-0.012088
contig_1888_segment0	9246900	10510682	-0.016600	-0.017502	-0.008036	-0.004459
contig_1888_segment0	9888069	10908623	-0.009487	-0.010396	-0.004799	-0.002850
scaffold_335_segment0	11557	113364	-0.005826	-0.027449	-0.011849	-0.002197
scaffold_335_segment0	91427	1213807	-0.045165	-0.098584	-0.043151	-0.020110
scaffold_335_segment0	115104	1685844	-0.028495	-0.043081	-0.019576	-0.012715
scaffold_335_segment0	1213874	2450741	-0.015540	-0.020103	-0.008987	-0.005868
scaffold_335_segment0	1685881	2883959	-0.017267	-0.020374	-0.008999	-0.007443
scaffold_335_segment0	2450752	3523859	-0.009744	-0.011523	-0.005270	-0.003573
scaffold_335_segment0	2883961	4009353	-0.025186	-0.028443	-0.012926	-0.011325
scaffold_335_segment0	3523944	4637674	-0.028479	-0.031698	-0.014036	-0.014281
scaffold_335_segment0	4009417	5089222	-0.022957	-0.025312	-0.011360	-0.009262
scaffold_335_segment0	4638028	5521857	-0.016455	-0.019067	-0.008955	-0.005477
scaffold_335_segment0	5089277	5990479	-0.012402	-0.014387	-0.006907	-0.005186
scaffold_335_segment0	5521872	6376364	-0.025502	-0.031523	-0.013817	-0.012847
scaffold_335_segment0	5990551	6664876	-0.024889	-0.034755	-0.014451	-0.011486
scaffold_335_segment0	6376377	7089636	-0.007153	-0.009291	-0.004083	-0.000497
scaffold_335_segment0	6664890	7667478	0.008857	0.009468	0.004475	0.004266
scaffold_335_segment0	7089642	8429755	0.001998	0.001857	0.000920	-0.000996
scaffold_335_segment0	7667757	9152122	-0.039529	-0.035522	-0.016599	-0.017408
scaffold_335_segment0	8429766	9985650	-0.024653	-0.023551	-0.010738	-0.010640
scaffold_335_segment0	9152202	10930512	0.014891	0.013859	0.006544	0.007053
scaffold_335_segment0	9986003	11675303	0.006226	0.005769	0.002842	0.002544
scaffold_335_segment0	10931229	12442959	0.019188	0.017430	0.008744	0.009260
scaffold_335_segment0	11675486	13328076	-0.020070	-0.018528	-0.009085	-0.010610
scaffold_335_segment0	12442980	14381092	-0.045151	-0.041629	-0.021047	-0.024036
scaffold_335_segment0	13328077	15916328	-0.046289	-0.031606	-0.016837	-0.022190
scaffold_335_segment0	14381537	17021089	-0.070499	-0.043963	-0.023824	-0.032511
scaffold_335_segment0	15916972	17823006	-0.052400	-0.042393	-0.020954	-0.026136
scaffold_335_segment0	17021512	18617767	-0.051870	-0.047510	-0.021779	-0.025032
scaffold_335_segment0	17823122	19671648	-0.077893	-0.067475	-0.032554	-0.039250
scaffold_335_segment0	18617806	20853213	-0.120611	-0.101674	-0.051445	-0.064998
scaffold_335_segment0	19671824	21834295	-0.085757	-0.074055	-0.038427	-0.045335
scaffold_335_segment0	20853214	23010711	-0.022062	-0.018659	-0.009418	-0.011381
scaffold_335_segment0	21834369	25752899	-0.116058	-0.048452	-0.031504	-0.055339
scaffold_335_segment0	23010715	27054493	-0.130631	-0.048481	-0.033370	-0.064527
scaffold_335_segment0	25752905	28095340	-0.046852	-0.031222	-0.017489	-0.024875
scaffold_335_segment0	27055792	29521160	-0.015123	-0.011182	-0.006221	-0.007423
scaffold_335_segment0	28096466	30724523	0.080998	0.057424	0.032827	0.036788
scaffold_335_segment0	29521972	31425370	0.131242	0.106752	0.057382	0.064678
scaffold_335_segment0	30724533	32900842	0.049549	0.031905	0.019378	0.022690
scaffold_335_segment0	31425378	34428569	0.011122	0.006361	0.003819	0.004439
scaffold_335_segment0	32901793	35171870	0.010941	0.008807	0.004644	0.004968
scaffold_335_segment0	34428962	36613728	-0.039798	-0.036256	-0.018305	-0.021579
scaffold_335_segment0	35172503	37570382	-0.034606	-0.025784	-0.014013	-0.017225
scaffold_335_segment0	36613732	38723414	-0.072626	-0.057092	-0.032815	-0.033849
scaffold_335_segment0	37570383	39574869	-0.140026	-0.138232	-0.072816	-0.064034
scaffold_335_segment0	38724594	40485328	-0.037781	-0.038882	-0.018809	-0.013953
scaffold_335_segment0	39574888	41099527	0.045060	0.042985	0.022372	0.020743
scaffold_335_segment0	40485334	41890761	-0.041046	-0.039769	-0.021032	-0.020920
scaffold_335_segment0	41099546	42904562	-0.009807	-0.008107	-0.004220	-0.009280
scaffold_335_segment0	41891008	44147576	0.077047	0.058084	0.029046	0.036165
scaffold_335_segment0	42904978	45489873	0.032307	0.024344	0.012160	0.016366
scaffold_335_segment0	44147579	46607441	-0.040032	-0.030762	-0.015740	-0.019413
scaffold_335_segment0	45490254	47410928	-0.030765	-0.025064	-0.012333	-0.015464
scaffold_335_segment0	46607482	48084710	-0.030030	-0.028952	-0.012841	-0.013650
scaffold_335_segment0	47411133	48748855	-0.022575	-0.024174	-0.010182	-0.010440
scaffold_335_segment0	48085082	49425406	0.020481	0.021346	0.009421	0.008514
scaffold_335_segment0	48749000	50014945	-0.000067	-0.000076	-0.000033	-0.000159
scaffold_335_segment0	49425533	50617569	-0.003195	-0.003342	-0.001566	-0.002003
scaffold_335_segment0	50014966	51423823	0.016283	0.015658	0.007391	0.007445
scaffold_335_segment0	50617582	52244642	0.001848	0.001651	0.000795	0.001845
scaffold_335_segment1	37402	1075855	-0.004156	-0.004599	-0.002103	-0.001447
scaffold_335_segment1	593833	1492170	-0.037164	-0.045614	-0.019753	-0.015120
scaffold_335_segment1	1075859	1987887	-0.058984	-0.074257	-0.031345	-0.023995
scaffold_335_segment1	1492177	2271554	-0.024354	-0.032284	-0.013767	-0.008320
scaffold_335_segment1	1988071	2614421	-0.008258	-0.011256	-0.004897	-0.002613
scaffold_335_segment1	2271586	2907391	-0.003380	-0.004646	-0.002022	-0.000951
scaffold_335_segment1	2614428	3137518	0.012564	0.019085	0.007989	0.005521
scaffold_335_segment1	2907394	3300945	0.007909	0.012076	0.005115	0.007816
scaffold_335_segment1	3137551	3481741	-0.016583	-0.024345	-0.010555	-0.001582
scaffold_335_segment1	3300967	3753053	-0.000984	-0.001421	-0.000621	0.003562
scaffold_335_segment1	3481742	3999323	0.013047	0.018356	0.008132	0.011912
scaffold_335_segment1	3753072	4210961	-0.001439	-0.001952	-0.000891	0.004982
scaffold_335_segment1	3999324	4807954	-0.014582	-0.019057	-0.009091	-0.002200
scaffold_430_segment0	167541	2578741	-0.081236	-0.035956	-0.024891	-0.032883
scaffold_430_segment0	1424483	3428635	-0.040365	-0.021711	-0.014532	-0.017074
scaffold_430_segment0	2578779	4442620	-0.043527	-0.027968	-0.016868	-0.017854
scaffold_430_segment0	3429235	5621514	-0.001512	-0.000797	-0.000473	-0.000587
scaffold_430_segment0	4442644	6456594	0.055287	0.033082	0.019061	0.024218
scaffold_430_segment0	5622510	7574006	0.012363	0.009297	0.004934	0.004273
scaffold_430_segment0	6458643	8671545	-0.002844	-0.001944	-0.001089	-0.003046
scaffold_430_segment0	7574686	9966597	0.014020	0.006709	0.004247	0.004628
scaffold_430_segment0	8672077	11281558	-0.053068	-0.022571	-0.014631	-0.023102
scaffold_430_segment0	9966600	11912877	-0.035945	-0.022267	-0.013978	-0.014026
scaffold_430_segment0	11281600	12789054	0.033361	0.025020	0.015337	0.012950
scaffold_430_segment0	11913061	13943991	-0.005817	-0.003256	-0.002074	-0.002105
scaffold_430_segment0	12789060	15503189	-0.030403	-0.012333	-0.008747	-0.011100
scaffold_430_segment0	13944011	16518634	-0.058835	-0.023700	-0.016863	-0.023292
scaffold_430_segment0	15503190	17741575	-0.050155	-0.021869	-0.015091	-0.022185
scaffold_430_segment0	16518647	19114852	-0.056104	-0.023733	-0.016084	-0.025447
scaffold_430_segment0	17741576	20676394	-0.022582	-0.009219	-0.006239	-0.012036
scaffold_430_segment0	19114856	22246194	0.031062	0.009662	0.007052	0.009776
scaffold_430_segment0	20676430	23276150	0.048158	0.019434	0.013770	0.019381
scaffold_430_segment0	22246199	24818270	0.003991	0.001814	0.001249	0.001771
scaffold_430_segment0	23276152	26391285	-0.051497	-0.016738	-0.012121	-0.021892
scaffold_430_segment0	24818277	27872916	-0.055657	-0.017315	-0.012573	-0.023875
scaffold_430_segment0	26391286	29247903	-0.087873	-0.032208	-0.022589	-0.036277
scaffold_430_segment0	27872919	30976371	-0.112301	-0.041789	-0.028950	-0.045740
scaffold_430_segment0	29247910	32231234	-0.110872	-0.038327	-0.027130	-0.044006
scaffold_430_segment0	30976389	33539189	-0.043003	-0.016970	-0.011760	-0.016750
scaffold_430_segment0	32236132	34924452	-0.043220	-0.015911	-0.011020	-0.016695
scaffold_430_segment0	33539190	36702560	-0.074062	-0.022463	-0.016388	-0.027860
scaffold_430_segment0	34924454	38460337	-0.083038	-0.023098	-0.017247	-0.029264
scaffold_430_segment0	36702937	40245008	-0.061822	-0.016952	-0.012915	-0.023223
scaffold_430_segment0	38460349	41742451	-0.015544	-0.004258	-0.003321	-0.004544
scaffold_430_segment0	40245009	42978244	-0.005867	-0.002001	-0.001486	-0.002042
scaffold_430_segment0	41742452	45880996	-0.066839	-0.017178	-0.012830	-0.031768
scaffold_430_segment0	42978249	47954249	-0.114146	-0.023771	-0.018189	-0.048456
scaffold_430_segment0	45881038	49971836	-0.096495	-0.023344	-0.018080	-0.035144
scaffold_430_segment0	47954321	51573727	-0.091432	-0.028049	-0.020986	-0.037245
contig_14_segment0	314492	1250056	-0.016806	-0.019767	-0.008929	-0.009066
contig_14_segment0	755849	1598074	-0.020847	-0.028111	-0.012643	-0.009951
contig_14_segment0	1250064	1794140	-0.037268	-0.056754	-0.025953	-0.014690
contig_14_segment0	1598086	2019634	-0.006730	-0.009134	-0.004252	0.001614
contig_14_segment0	1794178	2310648	0.015073	0.018374	0.008722	0.009504
contig_14_segment0	2019640	2632371	0.002292	0.002687	0.001285	0.001896
contig_14_segment0	2310708	2983400	-0.024534	-0.030076	-0.013540	-0.010464
contig_14_segment0	2632379	3317894	-0.026942	-0.034810	-0.015020	-0.013577
contig_14_segment0	2983439	3704220	-0.010110	-0.013198	-0.005772	-0.005485
contig_14_segment0	3317963	4186718	-0.010651	-0.012964	-0.005859	-0.002639
contig_14_segment0	3704235	4554266	0.000289	0.000334	0.000151	0.001400
contig_14_segment0	4186732	5276829	0.035662	0.039649	0.018355	0.016702
contig_4_segment0	333710	986972	-0.008601	-0.011108	-0.005120	-0.003919
contig_4_segment0	660566	1239545	-0.033139	-0.044930	-0.019983	-0.013723
contig_4_segment0	987014	1478766	-0.025653	-0.035817	-0.015258	-0.010584
contig_4_segment0	1239581	1791202	0.007600	0.010597	0.004655	0.004943
contig_4_segment0	1478865	2128643	-0.011142	-0.015897	-0.006760	-0.002817
contig_4_segment0	1791387	2485190	-0.021474	-0.028620	-0.012224	-0.007146
contig_4_segment0	2128651	2992295	0.005799	0.007099	0.003233	0.005165
contig_4_segment0	2485197	3430807	0.011878	0.013969	0.006484	0.008442
contig_4_segment0	2992523	3862167	0.009196	0.010766	0.004931	0.007163
contig_4_segment0	3430848	4295772	-0.003271	-0.004017	-0.001809	0.002738
contig_4_segment0	3862388	4710365	-0.008256	-0.010994	-0.004985	-0.000713
contig_4_segment0	4296738	5122859	-0.006064	-0.008131	-0.003689	-0.002491
contig_4_segment0	4710422	5668009	-0.015636	-0.018764	-0.008369	-0.007937
